AREA;PROBLEMA;ALIAS;RIESGO_PROBLEMA;TECNICA;TAREA;DESCRIPCION_TAREA;OBJETIVO;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_CLINICA
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Reestructuración cognitiva;Registro de pensamientos automáticos;Registrar situación, pensamiento, emoción, intensidad y respuesta alternativa.;Detectar patrones cognitivos.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Reestructuración cognitiva;Evidencias a favor y en contra;Analizar un pensamiento automático buscando pruebas que lo apoyen y lo contradigan.;Flexibilizar interpretaciones.;medio;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Reestructuración cognitiva;Pensamiento alternativo equilibrado;Formular una interpretación alternativa más realista y útil.;Reducir impacto emocional de pensamientos disfuncionales.;medio;15-20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Reestructuración cognitiva;Coste-beneficio del perfeccionismo;Analizar beneficios aparentes y costes reales de estándares rígidos.;Flexibilizar reglas internas.;bajo;30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Reestructuración cognitiva;Experimento conductual;Probar una predicción temida y comparar resultado esperado con real.;Actualizar creencias mediante experiencia.;medio;variable;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Exposición gradual;Jerarquía de exposición;Crear lista graduada de situaciones temidas de menor a mayor dificultad.;Preparar exposición gradual.;medio;30-45 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Exposición gradual;Exposición gradual planificada;Realizar una exposición acordada, registrando ansiedad inicial, máxima y final.;Reducir evitación y habituar/actualizar aprendizaje.;medio;variable;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Exposición gradual;Prevención de evitación sutil;Identificar conductas de seguridad y reducir una de forma acordada.;Reducir mantenimiento de ansiedad.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Exposición gradual;Exposición a imperfección pequeña;Realizar una tarea deliberadamente suficientemente buena, no perfecta.;Aumentar tolerancia al error.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Ansiedad;Perfeccionismo clínicamente relevante;Perfeccionismo problemático;medio;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Reestructuración cognitiva;Registro de pensamientos automáticos;Registrar situación, pensamiento, emoción, intensidad y respuesta alternativa.;Detectar patrones cognitivos.;bajo;7 días;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Reestructuración cognitiva;Evidencias a favor y en contra;Analizar un pensamiento automático buscando pruebas que lo apoyen y lo contradigan.;Flexibilizar interpretaciones.;medio;20-30 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Reestructuración cognitiva;Pensamiento alternativo equilibrado;Formular una interpretación alternativa más realista y útil.;Reducir impacto emocional de pensamientos disfuncionales.;medio;15-20 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Reestructuración cognitiva;Coste-beneficio del perfeccionismo;Analizar beneficios aparentes y costes reales de estándares rígidos.;Flexibilizar reglas internas.;bajo;30 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Reestructuración cognitiva;Experimento conductual;Probar una predicción temida y comparar resultado esperado con real.;Actualizar creencias mediante experiencia.;medio;variable;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Activación conductual;Actividad agradable diaria;Planificar y realizar una actividad agradable pequeña cada día.;Incrementar reforzamiento positivo.;bajo;7 días;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Activación conductual;Actividad de dominio;Realizar una tarea breve que genere sensación de eficacia o avance.;Reducir apatía y mejorar autoeficacia.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Activación conductual;Diario de ánimo y actividad;Registrar actividad realizada y estado de ánimo antes/después.;Detectar relación actividad-ánimo.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Planificación de actividades;Plan semanal de actividades;Crear calendario con actividades de autocuidado, obligación y disfrute.;Estructurar rutina y evitar inactividad.;bajo;semanal;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión leve;Síntomas depresivos leves;medio;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Reestructuración cognitiva;Registro de pensamientos automáticos;Registrar situación, pensamiento, emoción, intensidad y respuesta alternativa.;Detectar patrones cognitivos.;bajo;7 días;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Reestructuración cognitiva;Evidencias a favor y en contra;Analizar un pensamiento automático buscando pruebas que lo apoyen y lo contradigan.;Flexibilizar interpretaciones.;medio;20-30 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Reestructuración cognitiva;Pensamiento alternativo equilibrado;Formular una interpretación alternativa más realista y útil.;Reducir impacto emocional de pensamientos disfuncionales.;medio;15-20 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Reestructuración cognitiva;Coste-beneficio del perfeccionismo;Analizar beneficios aparentes y costes reales de estándares rígidos.;Flexibilizar reglas internas.;bajo;30 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Reestructuración cognitiva;Experimento conductual;Probar una predicción temida y comparar resultado esperado con real.;Actualizar creencias mediante experiencia.;medio;variable;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Activación conductual;Actividad agradable diaria;Planificar y realizar una actividad agradable pequeña cada día.;Incrementar reforzamiento positivo.;bajo;7 días;alta;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Activación conductual;Actividad de dominio;Realizar una tarea breve que genere sensación de eficacia o avance.;Reducir apatía y mejorar autoeficacia.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Activación conductual;Diario de ánimo y actividad;Registrar actividad realizada y estado de ánimo antes/después.;Detectar relación actividad-ánimo.;bajo;7 días;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Planificación de actividades;Plan semanal de actividades;Crear calendario con actividades de autocuidado, obligación y disfrute.;Estructurar rutina y evitar inactividad.;bajo;semanal;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Depresión moderada;Episodio depresivo moderado;alto;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;"SRC002;SRC008";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Reestructuración cognitiva;Registro de pensamientos automáticos;Registrar situación, pensamiento, emoción, intensidad y respuesta alternativa.;Detectar patrones cognitivos.;bajo;7 días;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Reestructuración cognitiva;Evidencias a favor y en contra;Analizar un pensamiento automático buscando pruebas que lo apoyen y lo contradigan.;Flexibilizar interpretaciones.;medio;20-30 min;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Reestructuración cognitiva;Pensamiento alternativo equilibrado;Formular una interpretación alternativa más realista y útil.;Reducir impacto emocional de pensamientos disfuncionales.;medio;15-20 min;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Reestructuración cognitiva;Coste-beneficio del perfeccionismo;Analizar beneficios aparentes y costes reales de estándares rígidos.;Flexibilizar reglas internas.;bajo;30 min;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Reestructuración cognitiva;Experimento conductual;Probar una predicción temida y comparar resultado esperado con real.;Actualizar creencias mediante experiencia.;medio;variable;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Activación conductual;Actividad agradable diaria;Planificar y realizar una actividad agradable pequeña cada día.;Incrementar reforzamiento positivo.;bajo;7 días;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Activación conductual;Actividad de dominio;Realizar una tarea breve que genere sensación de eficacia o avance.;Reducir apatía y mejorar autoeficacia.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Activación conductual;Diario de ánimo y actividad;Registrar actividad realizada y estado de ánimo antes/después.;Detectar relación actividad-ánimo.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Planificación de actividades;Plan semanal de actividades;Crear calendario con actividades de autocuidado, obligación y disfrute.;Estructurar rutina y evitar inactividad.;bajo;semanal;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Distimia;Trastorno depresivo persistente;medio;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Activación conductual;Actividad agradable diaria;Planificar y realizar una actividad agradable pequeña cada día.;Incrementar reforzamiento positivo.;bajo;7 días;alta;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Activación conductual;Actividad de dominio;Realizar una tarea breve que genere sensación de eficacia o avance.;Reducir apatía y mejorar autoeficacia.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Activación conductual;Diario de ánimo y actividad;Registrar actividad realizada y estado de ánimo antes/después.;Detectar relación actividad-ánimo.;bajo;7 días;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Planificación de actividades;Plan semanal de actividades;Crear calendario con actividades de autocuidado, obligación y disfrute.;Estructurar rutina y evitar inactividad.;bajo;semanal;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Trabajo con valores;Trabajo con valores personales;Elegir 5 valores y una acción pequeña alineada con cada uno.;Orientar conducta hacia sentido personal.;bajo;30-45 min;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Autocuidado;Pausas programadas;Programar pausas breves de respiración/movimiento durante la jornada.;Reducir acumulación de tensión.;bajo;5 min varias veces/día;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Red de apoyo;Contacto social mínimo;Programar un contacto social breve y seguro.;Reducir aislamiento.;bajo;1-3 veces/semana;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Anhedonia y apatía;Pérdida de interés;medio;Red de apoyo;Mapa de red de apoyo;Identificar personas, recursos y contextos de apoyo disponibles.;Aumentar apoyo percibido y real.;bajo;20 min;media;SRC002;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autocompasión;Diario de logros;Registrar tres acciones valiosas o logros diarios, aunque sean pequeños.;Contrarrestar sesgo negativo.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autocompasión;Responder a la autocrítica;Escribir una respuesta amable y realista a una autocrítica frecuente.;Reducir diálogo interno punitivo.;bajo;15-20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Estado de ánimo;Duelo;Proceso de pérdida;medio;Autocompasión;Aceptar un cumplido;Practicar responder a un cumplido sin negarlo ni minimizarlo.;Mejorar recepción de valoración positiva.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
