AREA;PROBLEMA_OBJETIVO;ALIAS;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Entrenamiento en AIVD;Preparar comida simple;Preparar receta sencilla con pasos escritos y entorno seguro.;Mejorar cocina funcional.;medio;1-2 veces/semana;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Entrenamiento en AIVD;Lista de compra funcional;Crear lista, organizar por secciones y practicar compra real/simulada.;Mejorar compras.;bajo;semanal;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Entrenamiento en AIVD;Organizador de medicación;Usar pastillero, alarma o lista según pauta médica indicada.;Reducir olvidos.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Entrenamiento en AIVD;Rutina de lavandería graduada;Separar, lavar, tender/doblar con pasos adaptados.;Mejorar hogar.;bajo;semanal;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Entrenamiento en AIVD;Plan de transporte seguro;Planificar ruta, horarios, referencias y alternativa de ayuda.;Mejorar movilidad comunitaria.;medio;30 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Adaptación del entorno;Checklist de baño seguro;Revisar alfombrillas, barras, silla, iluminación, altura y acceso.;Reducir riesgo.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Adaptación del entorno;Reorganizar cocina por seguridad;Colocar objetos frecuentes a altura segura y reducir riesgos.;Mejorar acceso.;medio;30-60 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Reentrenamiento cognitivo funcional;Lista visual de pasos;Crear lista/pictograma para actividad concreta.;Apoyar secuenciación.;bajo;20 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Apoyos externos de memoria;Entrenamiento con alarma/agenda;Usar alarma, calendario o app para recordar actividad clave.;Compensar memoria.;bajo;7 días;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Apoyos externos de memoria;Etiquetado del entorno;Colocar etiquetas visuales en armarios, medicación o materiales.;Facilitar orientación.;bajo;30 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades instrumentales de la vida diaria (AIVD);Dificultad para transporte/comunidad;Movilidad comunitaria;medio;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Adaptación del entorno;Checklist de baño seguro;Revisar alfombrillas, barras, silla, iluminación, altura y acceso.;Reducir riesgo.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Adaptación del entorno;Reorganizar cocina por seguridad;Colocar objetos frecuentes a altura segura y reducir riesgos.;Mejorar acceso.;medio;30-60 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Prevención de caídas;Retirar riesgos de caída;Identificar alfombras, cables, iluminación, calzado y obstáculos.;Reducir riesgo ambiental.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Prevención de caídas;Plan de prevención de caídas;Definir estrategias en baño, noche, cocina, escaleras y exterior.;Aumentar seguridad.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Entrenamiento en transferencias;Practicar transferencia cama-silla;Entrenar transferencia con técnica y ayuda indicada.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Entrenamiento en transferencias;Practicar transferencia baño/WC;Entrenar transferencia específica con productos de apoyo si procede.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Derivación / signos de alarma;Checklist de signos de alarma;Revisar caídas, atragantamientos, confusión súbita, dolor intenso o riesgo vital.;Aumentar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Dificultad en transferencias;Transferencias;alto;Derivación / signos de alarma;Plan de derivación/coordinación;Definir cuándo contactar con médico, fisio, logo, trabajador social u otros.;Gestionar riesgos.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Adaptación del entorno;Checklist de baño seguro;Revisar alfombrillas, barras, silla, iluminación, altura y acceso.;Reducir riesgo.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Adaptación del entorno;Reorganizar cocina por seguridad;Colocar objetos frecuentes a altura segura y reducir riesgos.;Mejorar acceso.;medio;30-60 min;media;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Prevención de caídas;Retirar riesgos de caída;Identificar alfombras, cables, iluminación, calzado y obstáculos.;Reducir riesgo ambiental.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Prevención de caídas;Plan de prevención de caídas;Definir estrategias en baño, noche, cocina, escaleras y exterior.;Aumentar seguridad.;alto;30 min;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Entrenamiento en transferencias;Practicar transferencia cama-silla;Entrenar transferencia con técnica y ayuda indicada.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Entrenamiento en transferencias;Practicar transferencia baño/WC;Entrenar transferencia específica con productos de apoyo si procede.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Derivación / signos de alarma;Checklist de signos de alarma;Revisar caídas, atragantamientos, confusión súbita, dolor intenso o riesgo vital.;Aumentar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Riesgo de caídas en actividades cotidianas;Caídas;alto;Derivación / signos de alarma;Plan de derivación/coordinación;Definir cuándo contactar con médico, fisio, logo, trabajador social u otros.;Gestionar riesgos.;alto;supervisado;alta;"TO_SRC001;TO_SRC006";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Adaptación del entorno;Checklist de baño seguro;Revisar alfombrillas, barras, silla, iluminación, altura y acceso.;Reducir riesgo.;alto;30 min;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Adaptación del entorno;Reorganizar cocina por seguridad;Colocar objetos frecuentes a altura segura y reducir riesgos.;Mejorar acceso.;medio;30-60 min;media;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Prevención de caídas;Retirar riesgos de caída;Identificar alfombras, cables, iluminación, calzado y obstáculos.;Reducir riesgo ambiental.;alto;30 min;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Prevención de caídas;Plan de prevención de caídas;Definir estrategias en baño, noche, cocina, escaleras y exterior.;Aumentar seguridad.;alto;30 min;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Entrenamiento en transferencias;Practicar transferencia cama-silla;Entrenar transferencia con técnica y ayuda indicada.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Entrenamiento en transferencias;Practicar transferencia baño/WC;Entrenar transferencia específica con productos de apoyo si procede.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Derivación / signos de alarma;Checklist de signos de alarma;Revisar caídas, atragantamientos, confusión súbita, dolor intenso o riesgo vital.;Aumentar seguridad.;alto;supervisado;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Movilidad funcional y transferencias;Baja tolerancia a la actividad;Resistencia funcional;medio;Derivación / signos de alarma;Plan de derivación/coordinación;Definir cuándo contactar con médico, fisio, logo, trabajador social u otros.;Gestionar riesgos.;alto;supervisado;alta;"TO_SRC006;TO_SRC005";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Entrenamiento motor funcional;Alcance funcional en actividad real;Practicar alcanzar objetos en armario, mesa o estantería.;Mejorar uso de brazo.;medio;10 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Destreza manual y coordinación;Práctica de agarre/pinza funcional;Usar pinzas, monedas, botones, tapas o utensilios.;Mejorar destreza.;bajo;10 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Destreza manual y coordinación;Coordinación bimanual en tarea real;Abrir recipientes, doblar ropa o preparar comida con ambas manos.;Mejorar bimanualidad.;bajo;10-15 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Destreza manual y coordinación;Escritura funcional graduada;Practicar firma, lista breve, formulario o notas.;Mejorar escritura útil.;bajo;10 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de agarre y manipulación;Destreza manual;medio;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Entrenamiento motor funcional;Alcance funcional en actividad real;Practicar alcanzar objetos en armario, mesa o estantería.;Mejorar uso de brazo.;medio;10 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Destreza manual y coordinación;Práctica de agarre/pinza funcional;Usar pinzas, monedas, botones, tapas o utensilios.;Mejorar destreza.;bajo;10 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Destreza manual y coordinación;Coordinación bimanual en tarea real;Abrir recipientes, doblar ropa o preparar comida con ambas manos.;Mejorar bimanualidad.;bajo;10-15 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Destreza manual y coordinación;Escritura funcional graduada;Practicar firma, lista breve, formulario o notas.;Mejorar escritura útil.;bajo;10 min/día;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Extremidad superior y destreza manual;Dificultad de coordinación bimanual;Uso de ambas manos;medio;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;TO_SRC001;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
