AREA;PROBLEMA_OBJETIVO;ALIAS;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Fluidez;Tartamudez;Disfemia;medio;Evaluación logopédica funcional;Grabar muestra breve de habla;Grabar 1-2 minutos de habla espontánea o lectura según indicación profesional.;Analizar inteligibilidad y evolución.;medio;5 min;alta;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Evaluación logopédica funcional;Lista de objetivos funcionales;Elegir 2-3 objetivos comunicativos reales para casa, colegio o trabajo.;Orientar intervención a participación.;bajo;15 min;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Fluidez y ritmo;Habla lenta con pausas;Practicar lectura o conversación con pausas y ritmo reducido.;Mejorar fluidez y control del habla.;medio;10 min/día;alta;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Fluidez y ritmo;Inicio suave;Practicar inicios suaves de palabras o frases seleccionadas.;Reducir tensión en inicio de habla.;medio;10 min/día;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Fluidez y ritmo;Registro de disfluencias;Registrar situación, emoción, frecuencia percibida y estrategia usada.;Detectar patrones de fluidez.;medio;7 días;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Desensibilización comunicativa;Exposición comunicativa graduada;Realizar una situación comunicativa pactada de menor a mayor dificultad.;Reducir evitación comunicativa.;medio;1-3 veces/semana;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Plan domiciliario y familiar;Pauta familiar semanal;La familia aplica una pauta concreta en una rutina diaria.;Generalizar intervención al entorno.;bajo;7 días;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Plan domiciliario y familiar;Registro de práctica en casa;Marcar días de práctica, dificultad y observaciones.;Mejorar adherencia y seguimiento.;bajo;7 días;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Plan domiciliario y familiar;Adaptar material a intereses;Crear lista de temas, juguetes, lecturas o actividades motivantes.;Aumentar adherencia.;bajo;15 min;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Prevención y mantenimiento;Plan de mantenimiento;Definir rutina mínima de práctica tras mejora o alta.;Mantener logros.;bajo;20 min;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Tartamudez;Disfemia;medio;Prevención y mantenimiento;Diario de generalización;Registrar cuándo se usó la habilidad fuera de consulta.;Comprobar transferencia a vida real.;bajo;7 días;media;"LOG_SRC001;LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Evaluación logopédica funcional;Completar historia logopédica inicial;Formulario sobre motivo de consulta, desarrollo, antecedentes, entorno, colegio/trabajo y objetivos.;Definir punto de partida y prioridades.;bajo;20-30 min;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Evaluación logopédica funcional;Registrar situaciones comunicativas difíciles;Anotar situaciones donde hablar/comprender/tragar resulta más difícil.;Identificar contexto funcional.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Evaluación logopédica funcional;Grabar muestra breve de habla;Grabar 1-2 minutos de habla espontánea o lectura según indicación profesional.;Analizar inteligibilidad y evolución.;medio;5 min;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Evaluación logopédica funcional;Lista de objetivos funcionales;Elegir 2-3 objetivos comunicativos reales para casa, colegio o trabajo.;Orientar intervención a participación.;bajo;15 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Fluidez y ritmo;Habla lenta con pausas;Practicar lectura o conversación con pausas y ritmo reducido.;Mejorar fluidez y control del habla.;medio;10 min/día;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Fluidez y ritmo;Inicio suave;Practicar inicios suaves de palabras o frases seleccionadas.;Reducir tensión en inicio de habla.;medio;10 min/día;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Fluidez y ritmo;Registro de disfluencias;Registrar situación, emoción, frecuencia percibida y estrategia usada.;Detectar patrones de fluidez.;medio;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Habla motora;Secuencias motoras de habla;Practicar sílabas/palabras con secuencia motora progresiva.;Mejorar planificación motora del habla.;alto;supervisado;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Habla motora;Control de intensidad y prosodia;Practicar volumen, ritmo, acento o entonación con feedback profesional.;Mejorar naturalidad e inteligibilidad.;medio;10 min/día;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Habla motora;Repetición funcional graduada;Repetir sílabas, palabras y frases con dificultad progresiva.;Mejorar precisión del habla.;medio;10 min/día;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Plan domiciliario y familiar;Pauta familiar semanal;La familia aplica una pauta concreta en una rutina diaria.;Generalizar intervención al entorno.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Plan domiciliario y familiar;Registro de práctica en casa;Marcar días de práctica, dificultad y observaciones.;Mejorar adherencia y seguimiento.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Plan domiciliario y familiar;Adaptar material a intereses;Crear lista de temas, juguetes, lecturas o actividades motivantes.;Aumentar adherencia.;bajo;15 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Prevención y mantenimiento;Plan de mantenimiento;Definir rutina mínima de práctica tras mejora o alta.;Mantener logros.;bajo;20 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Cluttering / taquifemia;Habla rápida/desorganizada;medio;Prevención y mantenimiento;Diario de generalización;Registrar cuándo se usó la habilidad fuera de consulta.;Comprobar transferencia a vida real.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Evaluación logopédica funcional;Completar historia logopédica inicial;Formulario sobre motivo de consulta, desarrollo, antecedentes, entorno, colegio/trabajo y objetivos.;Definir punto de partida y prioridades.;bajo;20-30 min;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Evaluación logopédica funcional;Registrar situaciones comunicativas difíciles;Anotar situaciones donde hablar/comprender/tragar resulta más difícil.;Identificar contexto funcional.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Evaluación logopédica funcional;Grabar muestra breve de habla;Grabar 1-2 minutos de habla espontánea o lectura según indicación profesional.;Analizar inteligibilidad y evolución.;medio;5 min;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Evaluación logopédica funcional;Lista de objetivos funcionales;Elegir 2-3 objetivos comunicativos reales para casa, colegio o trabajo.;Orientar intervención a participación.;bajo;15 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Fluidez y ritmo;Habla lenta con pausas;Practicar lectura o conversación con pausas y ritmo reducido.;Mejorar fluidez y control del habla.;medio;10 min/día;alta;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Fluidez y ritmo;Inicio suave;Practicar inicios suaves de palabras o frases seleccionadas.;Reducir tensión en inicio de habla.;medio;10 min/día;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Fluidez y ritmo;Registro de disfluencias;Registrar situación, emoción, frecuencia percibida y estrategia usada.;Detectar patrones de fluidez.;medio;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Desensibilización comunicativa;Exposición comunicativa graduada;Realizar una situación comunicativa pactada de menor a mayor dificultad.;Reducir evitación comunicativa.;medio;1-3 veces/semana;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Comunicación funcional y participación;Conversación funcional guiada;Practicar conversación sobre temas reales usando apoyos y estrategias.;Mejorar comunicación cotidiana.;medio;15-20 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Comunicación funcional y participación;Guion comunicativo funcional;Preparar frases útiles para una situación concreta: pedir ayuda, cita, compra, llamada.;Aumentar autonomía comunicativa.;bajo;20 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Comunicación funcional y participación;Apoyo al interlocutor;Entrenar a familiar/cuidador en esperar, confirmar, simplificar y ofrecer opciones.;Mejorar comunicación en entorno real.;bajo;20 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Comunicación funcional y participación;Escala de participación comunicativa;Valorar con paciente/familia de 0-10 participación en situaciones clave.;Medir cambio funcional.;bajo;semanal;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Comunicación funcional y participación;Entrenamiento del compañero comunicativo;Dar pautas a familiares/cuidadores: tiempo, elección, confirmación, no interrumpir.;Mejorar entorno comunicativo.;bajo;20-30 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Plan domiciliario y familiar;Pauta familiar semanal;La familia aplica una pauta concreta en una rutina diaria.;Generalizar intervención al entorno.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Plan domiciliario y familiar;Registro de práctica en casa;Marcar días de práctica, dificultad y observaciones.;Mejorar adherencia y seguimiento.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Plan domiciliario y familiar;Adaptar material a intereses;Crear lista de temas, juguetes, lecturas o actividades motivantes.;Aumentar adherencia.;bajo;15 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Prevención y mantenimiento;Plan de mantenimiento;Definir rutina mínima de práctica tras mejora o alta.;Mantener logros.;bajo;20 min;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Fluidez;Evitación comunicativa por fluidez;Miedo a hablar;medio;Prevención y mantenimiento;Diario de generalización;Registrar cuándo se usó la habilidad fuera de consulta.;Comprobar transferencia a vida real.;bajo;7 días;media;"LOG_SRC002;LOG_SRC003";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Evaluación logopédica funcional;Completar historia logopédica inicial;Formulario sobre motivo de consulta, desarrollo, antecedentes, entorno, colegio/trabajo y objetivos.;Definir punto de partida y prioridades.;bajo;20-30 min;alta;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Evaluación logopédica funcional;Registrar situaciones comunicativas difíciles;Anotar situaciones donde hablar/comprender/tragar resulta más difícil.;Identificar contexto funcional.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Evaluación logopédica funcional;Grabar muestra breve de habla;Grabar 1-2 minutos de habla espontánea o lectura según indicación profesional.;Analizar inteligibilidad y evolución.;medio;5 min;alta;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Evaluación logopédica funcional;Lista de objetivos funcionales;Elegir 2-3 objetivos comunicativos reales para casa, colegio o trabajo.;Orientar intervención a participación.;bajo;15 min;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Higiene vocal;Plan de higiene vocal;Aplicar hidratación, descanso vocal y reducción de gritos/carraspeo.;Reducir sobrecarga vocal.;bajo;7-14 días;alta;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Higiene vocal;Diario vocal;Registrar uso vocal, fatiga, ronquera, hidratación y desencadenantes.;Detectar patrones de disfonía.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Higiene vocal;Hidratación vocal programada;Programar ingesta de agua y pausas vocales durante jornada.;Cuidar voz profesional.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Higiene vocal;Reducir carraspeo;Sustituir carraspeo por sorbo de agua, trago seco o técnica pautada.;Reducir irritación vocal.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Técnica vocal y resonancia;Ejercicios de emisión suave;Practicar emisión vocal suave o resonante según pauta profesional.;Mejorar eficiencia vocal.;medio;5-10 min/día;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Técnica vocal y resonancia;Respiración costo-diafragmática funcional;Practicar respiración coordinada con voz o habla según indicación.;Apoyar técnica vocal/habla.;bajo;5 min/día;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Plan domiciliario y familiar;Pauta familiar semanal;La familia aplica una pauta concreta en una rutina diaria.;Generalizar intervención al entorno.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Plan domiciliario y familiar;Registro de práctica en casa;Marcar días de práctica, dificultad y observaciones.;Mejorar adherencia y seguimiento.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Plan domiciliario y familiar;Adaptar material a intereses;Crear lista de temas, juguetes, lecturas o actividades motivantes.;Aumentar adherencia.;bajo;15 min;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Prevención y mantenimiento;Plan de mantenimiento;Definir rutina mínima de práctica tras mejora o alta.;Mantener logros.;bajo;20 min;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Prevención y mantenimiento;Diario de generalización;Registrar cuándo se usó la habilidad fuera de consulta.;Comprobar transferencia a vida real.;bajo;7 días;media;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Disfonía funcional;Alteración de voz;medio;Derivación / signos de alarma;Checklist de señales de alarma;Revisar signos que requieren derivación: pérdida súbita, aspiración, pérdida peso, dolor, cambios neurológicos.;Aumentar seguridad clínica.;alto;supervisado;alta;"LOG_SRC002;LOG_SRC006;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Evaluación logopédica funcional;Completar historia logopédica inicial;Formulario sobre motivo de consulta, desarrollo, antecedentes, entorno, colegio/trabajo y objetivos.;Definir punto de partida y prioridades.;bajo;20-30 min;alta;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Evaluación logopédica funcional;Registrar situaciones comunicativas difíciles;Anotar situaciones donde hablar/comprender/tragar resulta más difícil.;Identificar contexto funcional.;bajo;7 días;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Evaluación logopédica funcional;Grabar muestra breve de habla;Grabar 1-2 minutos de habla espontánea o lectura según indicación profesional.;Analizar inteligibilidad y evolución.;medio;5 min;alta;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Evaluación logopédica funcional;Lista de objetivos funcionales;Elegir 2-3 objetivos comunicativos reales para casa, colegio o trabajo.;Orientar intervención a participación.;bajo;15 min;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Higiene vocal;Plan de higiene vocal;Aplicar hidratación, descanso vocal y reducción de gritos/carraspeo.;Reducir sobrecarga vocal.;bajo;7-14 días;alta;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Higiene vocal;Diario vocal;Registrar uso vocal, fatiga, ronquera, hidratación y desencadenantes.;Detectar patrones de disfonía.;bajo;7 días;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Higiene vocal;Hidratación vocal programada;Programar ingesta de agua y pausas vocales durante jornada.;Cuidar voz profesional.;bajo;7 días;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Higiene vocal;Reducir carraspeo;Sustituir carraspeo por sorbo de agua, trago seco o técnica pautada.;Reducir irritación vocal.;bajo;7 días;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Técnica vocal y resonancia;Ejercicios de emisión suave;Practicar emisión vocal suave o resonante según pauta profesional.;Mejorar eficiencia vocal.;medio;5-10 min/día;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Técnica vocal y resonancia;Respiración costo-diafragmática funcional;Practicar respiración coordinada con voz o habla según indicación.;Apoyar técnica vocal/habla.;bajo;5 min/día;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Plan domiciliario y familiar;Pauta familiar semanal;La familia aplica una pauta concreta en una rutina diaria.;Generalizar intervención al entorno.;bajo;7 días;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Plan domiciliario y familiar;Registro de práctica en casa;Marcar días de práctica, dificultad y observaciones.;Mejorar adherencia y seguimiento.;bajo;7 días;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Plan domiciliario y familiar;Adaptar material a intereses;Crear lista de temas, juguetes, lecturas o actividades motivantes.;Aumentar adherencia.;bajo;15 min;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
Voz;Fatiga vocal profesional;Sobrecarga vocal;medio;Prevención y mantenimiento;Plan de mantenimiento;Definir rutina mínima de práctica tras mejora o alta.;Mantener logros.;bajo;20 min;media;"LOG_SRC002;LOG_SRC008";El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
