AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;TIPO_INTERVENCION_PROBLEMA;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TIPO_INTERVENCION_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;TIPO_INTERVENCION_TAREA;PRIORIDAD;NOTA_PROFESIONAL
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Seguimiento de peso y medidas;Usar tendencia de peso, cintura, fotos y adherencia, no solo un dato aislado.;bajo;seguimiento;Medida de cintura;Medir cintura con mismo criterio y sin obsesión.;Seguir adiposidad central.;bajo;quincenal;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Seguimiento de peso y medidas;Usar tendencia de peso, cintura, fotos y adherencia, no solo un dato aislado.;bajo;seguimiento;Revisión mensual de medidas;Comparar peso, cintura, adherencia, hambre y energía.;Ajustar plan.;bajo;mensual;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Mantenimiento post-pérdida;Transición gradual a mantenimiento, hábitos, vigilancia flexible y prevención de rebote.;medio;control_peso;Plan de mantenimiento;Subir progresivamente hacia mantenimiento y conservar hábitos clave.;Prevenir rebote.;medio;2-8 semanas;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Mantenimiento post-pérdida;Transición gradual a mantenimiento, hábitos, vigilancia flexible y prevención de rebote.;medio;control_peso;Semana de mantenimiento psicológico;Hacer semana sin déficit con hábitos base si hay fatiga dietética.;Mejorar sostenibilidad.;medio;cuando proceda;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Reducción de bebidas azucaradas;Sustituir bebidas azucaradas por agua u opciones sin azúcar, si procede.;bajo;metabólica;Eliminar bebida azucarada habitual;Sustituir una bebida azucarada por agua, infusión o bebida sin azúcar.;Reducir azúcar líquido.;bajo;diario;metabólica;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Alimentación consciente;Observar hambre, saciedad, velocidad, emoción y satisfacción sin juicio.;bajo;conductual;Pausa consciente antes de comer;Parar 1 minuto y decidir si hay hambre física, emocional o ambas.;Reducir automatismos.;bajo;diario;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Registro de culpa alimentaria;Anotar alimento, pensamiento, emoción y respuesta flexible.;Reducir culpa y rigidez.;medio;7 días;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Comida flexible planificada;Incluir un alimento placentero en cantidad acordada sin compensación.;Reducir todo/nada.;bajo;semanal;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Revisión de alimentos tabú;Elegir un alimento evitado y trabajarlo con exposición flexible si procede.;Reducir rigidez.;medio;supervisado;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Plan de comidas sociales;Preparar estrategia de flexibilidad: elegir prioridades, disfrutar y volver normal.;Reducir miedo a eventos.;bajo;antes de evento;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Prevención de recaídas nutricionales;Planificar viajes, eventos, estrés y retorno tras desvíos.;bajo;hábitos;Plan viaje/eventos;Definir mínimos: proteína, agua, pasos, flexibilidad y vuelta al plan.;Prevenir recaídas rígidas.;bajo;antes de evento;hábitos;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Prevención de recaídas nutricionales;Planificar viajes, eventos, estrés y retorno tras desvíos.;bajo;hábitos;Plan de vuelta tras desvío;Definir siguiente comida normal, sin compensaciones extremas.;Evitar todo/nada.;bajo;cuando proceda;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Miedo al efecto rebote;Preocupación por recuperar peso tras dieta o intentos previos.;adultos;control_peso;medio;"NUT2_SRC003;NUT2_SRC012";Entrevista motivacional nutricional;Explorar ambivalencia, autonomía, barreras y pequeños compromisos.;bajo;conductual;Entrevista de barreras;Listar barreras, nivel de confianza y solución pequeña.;Mejorar adherencia.;bajo;semanal;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Déficit energético moderado;Crear reducción energética sostenible sin pautas extremas.;medio;control_peso;Déficit moderado por hábitos;Elegir 1-2 cambios sostenibles de ingesta/gasto sin dieta extrema.;Favorecer pérdida de grasa.;medio;semanal;control_peso;alta;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Control de saciedad;Ajustar proteína, fibra, volumen, horarios y densidad energética.;bajo;control_peso;Aumentar saciedad en comida clave;Añadir proteína/fibra/volumen a la comida con más hambre posterior.;Reducir hambre y picoteo.;bajo;diario;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Control de saciedad;Ajustar proteína, fibra, volumen, horarios y densidad energética.;bajo;control_peso;Semáforo de hambre;Clasificar hambre 0-3 baja, 4-7 adecuada, 8-10 alta y ajustar comidas.;Gestionar hambre.;bajo;diario;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Control de saciedad;Ajustar proteína, fibra, volumen, horarios y densidad energética.;bajo;control_peso;Revisión de saciedad del desayuno;Valorar hambre 2-3h después y ajustar proteína/fibra.;Reducir hambre matutina.;bajo;7 días;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Seguimiento de peso y medidas;Usar tendencia de peso, cintura, fotos y adherencia, no solo un dato aislado.;bajo;seguimiento;Peso medio semanal;Registrar peso 3-7 días y usar media, si es adecuado para la persona.;Valorar tendencia.;bajo;semanal;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Seguimiento de peso y medidas;Usar tendencia de peso, cintura, fotos y adherencia, no solo un dato aislado.;bajo;seguimiento;Medida de cintura;Medir cintura con mismo criterio y sin obsesión.;Seguir adiposidad central.;bajo;quincenal;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Seguimiento de peso y medidas;Usar tendencia de peso, cintura, fotos y adherencia, no solo un dato aislado.;bajo;seguimiento;Revisión mensual de medidas;Comparar peso, cintura, adherencia, hambre y energía.;Ajustar plan.;bajo;mensual;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Mantenimiento post-pérdida;Transición gradual a mantenimiento, hábitos, vigilancia flexible y prevención de rebote.;medio;control_peso;Plan de mantenimiento;Subir progresivamente hacia mantenimiento y conservar hábitos clave.;Prevenir rebote.;medio;2-8 semanas;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Mantenimiento post-pérdida;Transición gradual a mantenimiento, hábitos, vigilancia flexible y prevención de rebote.;medio;control_peso;Semana de mantenimiento psicológico;Hacer semana sin déficit con hábitos base si hay fatiga dietética.;Mejorar sostenibilidad.;medio;cuando proceda;control_peso;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Reducción de bebidas azucaradas;Sustituir bebidas azucaradas por agua u opciones sin azúcar, si procede.;bajo;metabólica;Eliminar bebida azucarada habitual;Sustituir una bebida azucarada por agua, infusión o bebida sin azúcar.;Reducir azúcar líquido.;bajo;diario;metabólica;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Alimentación consciente;Observar hambre, saciedad, velocidad, emoción y satisfacción sin juicio.;bajo;conductual;Pausa consciente antes de comer;Parar 1 minuto y decidir si hay hambre física, emocional o ambas.;Reducir automatismos.;bajo;diario;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Registro de culpa alimentaria;Anotar alimento, pensamiento, emoción y respuesta flexible.;Reducir culpa y rigidez.;medio;7 días;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Comida flexible planificada;Incluir un alimento placentero en cantidad acordada sin compensación.;Reducir todo/nada.;bajo;semanal;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Revisión de alimentos tabú;Elegir un alimento evitado y trabajarlo con exposición flexible si procede.;Reducir rigidez.;medio;supervisado;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Flexibilidad alimentaria;Reducir pensamiento todo/nada e incluir elecciones disfrutables dentro del plan.;bajo;conductual;Plan de comidas sociales;Preparar estrategia de flexibilidad: elegir prioridades, disfrutar y volver normal.;Reducir miedo a eventos.;bajo;antes de evento;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Prevención de recaídas nutricionales;Planificar viajes, eventos, estrés y retorno tras desvíos.;bajo;hábitos;Plan viaje/eventos;Definir mínimos: proteína, agua, pasos, flexibilidad y vuelta al plan.;Prevenir recaídas rígidas.;bajo;antes de evento;hábitos;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Prevención de recaídas nutricionales;Planificar viajes, eventos, estrés y retorno tras desvíos.;bajo;hábitos;Plan de vuelta tras desvío;Definir siguiente comida normal, sin compensaciones extremas.;Evitar todo/nada.;bajo;cuando proceda;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Pérdida de grasa y control de peso;Control de cintura abdominal;Necesidad de seguimiento de perímetro abdominal como indicador de adiposidad central.;adultos;seguimiento;medio;NUT2_SRC003;Entrevista motivacional nutricional;Explorar ambivalencia, autonomía, barreras y pequeños compromisos.;bajo;conductual;Entrevista de barreras;Listar barreras, nivel de confianza y solución pequeña.;Mejorar adherencia.;bajo;semanal;conductual;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Proteína objetivo;Asegurar proteína suficiente según objetivo, preferencias y contexto.;bajo;deportiva;Distribuir proteína diaria;Incluir fuente proteica en 3-4 comidas según objetivo.;Mejorar saciedad/músculo.;bajo;diario;deportiva;alta;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Timing alrededor del entrenamiento;Organizar comida pre/post entreno de forma práctica.;bajo;deportiva;Comida pre-entreno;Planificar opción digerible y energética antes de entrenar.;Mejorar rendimiento.;bajo;según entreno;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Timing alrededor del entrenamiento;Organizar comida pre/post entreno de forma práctica.;bajo;deportiva;Comida post-entreno;Asegurar comida con proteína y energía tras entrenamiento.;Apoyar recuperación.;bajo;según entreno;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Timing alrededor del entrenamiento;Organizar comida pre/post entreno de forma práctica.;bajo;deportiva;Plan de hidratos para entrenamiento;Elegir fuente de hidrato antes/después según duración e intensidad.;Mejorar rendimiento.;bajo;según entreno;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Nutrición para hipertrofia;Ajustar energía, proteína, reparto y seguimiento de rendimiento/peso.;bajo;deportiva;Plan hipercalórico gradual;Añadir pequeña cantidad energética diaria y revisar peso/rendimiento.;Ganar músculo con control.;bajo;semanal;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Nutrición para resistencia;Planificar energía, carbohidratos, hidratación y recuperación para sesiones largas.;medio;deportiva;Plan para sesión larga;Preparar hidratación y aporte energético si la sesión lo requiere.;Sostener resistencia.;medio;antes de sesión;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Plan de hidratación;Definir meta de agua y estrategias según clima, actividad y preferencias.;bajo;hábitos;Plan de hidratación;Definir botella/meta y momentos fijos de agua.;Mejorar hidratación.;bajo;diario;hábitos;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Suplementación segura;Evaluar necesidad, evidencia, dosis, interacciones y derivación si procede.;medio;suplementación;Revisión suplemento actual;Listar suplementos, dosis, motivo, coste y evidencia/seguridad.;Evitar exceso o riesgo.;medio;30 min;suplementación;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Suplementación segura;Evaluar necesidad, evidencia, dosis, interacciones y derivación si procede.;medio;suplementación;Revisión de suplementos con profesional sanitario;Consultar si hay enfermedad, medicación, embarazo, analíticas o dosis altas.;Evitar riesgos.;alto;si procede;suplementación;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Proteína en polvo como herramienta;Usar suplemento proteico solo como recurso práctico dentro de dieta.;bajo;suplementación;Usar proteína en polvo como recurso;Planificar cuándo usar batido si no se llega a proteína con comida.;Facilitar objetivo proteico.;bajo;según necesidad;suplementación;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Seguimiento de adherencia;Medir cumplimiento de hábitos, barreras y ajustes sin culpabilizar.;bajo;seguimiento;Seguimiento de adherencia semanal;Marcar hábitos cumplidos, barreras y ajustes.;Ajustar sin culpabilizar.;bajo;semanal;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Ganancia de masa muscular;Objetivo de apoyar hipertrofia con energía, proteína y constancia.;deportistas/general;deportiva;bajo;NUT2_SRC016;Seguimiento de adherencia;Medir cumplimiento de hábitos, barreras y ajustes sin culpabilizar.;bajo;seguimiento;Diario de energía y sueño;Registrar energía, sueño, hambre y rendimiento.;Relacionar recuperación y alimentación.;bajo;7 días;seguimiento;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Proteína insuficiente;Ingesta proteica baja para objetivos de fuerza, saciedad o mantenimiento muscular.;general/deportistas;deportiva;bajo;NUT2_SRC016;Proteína objetivo;Asegurar proteína suficiente según objetivo, preferencias y contexto.;bajo;deportiva;Distribuir proteína diaria;Incluir fuente proteica en 3-4 comidas según objetivo.;Mejorar saciedad/músculo.;bajo;diario;deportiva;alta;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Proteína insuficiente;Ingesta proteica baja para objetivos de fuerza, saciedad o mantenimiento muscular.;general/deportistas;deportiva;bajo;NUT2_SRC016;Timing alrededor del entrenamiento;Organizar comida pre/post entreno de forma práctica.;bajo;deportiva;Comida pre-entreno;Planificar opción digerible y energética antes de entrenar.;Mejorar rendimiento.;bajo;según entreno;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Proteína insuficiente;Ingesta proteica baja para objetivos de fuerza, saciedad o mantenimiento muscular.;general/deportistas;deportiva;bajo;NUT2_SRC016;Timing alrededor del entrenamiento;Organizar comida pre/post entreno de forma práctica.;bajo;deportiva;Comida post-entreno;Asegurar comida con proteína y energía tras entrenamiento.;Apoyar recuperación.;bajo;según entreno;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Proteína insuficiente;Ingesta proteica baja para objetivos de fuerza, saciedad o mantenimiento muscular.;general/deportistas;deportiva;bajo;NUT2_SRC016;Timing alrededor del entrenamiento;Organizar comida pre/post entreno de forma práctica.;bajo;deportiva;Plan de hidratos para entrenamiento;Elegir fuente de hidrato antes/después según duración e intensidad.;Mejorar rendimiento.;bajo;según entreno;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Proteína insuficiente;Ingesta proteica baja para objetivos de fuerza, saciedad o mantenimiento muscular.;general/deportistas;deportiva;bajo;NUT2_SRC016;Nutrición para hipertrofia;Ajustar energía, proteína, reparto y seguimiento de rendimiento/peso.;bajo;deportiva;Plan hipercalórico gradual;Añadir pequeña cantidad energética diaria y revisar peso/rendimiento.;Ganar músculo con control.;bajo;semanal;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
Ganancia muscular y nutrición deportiva;Proteína insuficiente;Ingesta proteica baja para objetivos de fuerza, saciedad o mantenimiento muscular.;general/deportistas;deportiva;bajo;NUT2_SRC016;Nutrición para resistencia;Planificar energía, carbohidratos, hidratación y recuperación para sesiones largas.;medio;deportiva;Plan para sesión larga;Preparar hidratación y aporte energético si la sesión lo requiere.;Sostener resistencia.;medio;antes de sesión;deportiva;media;Adaptar a historia clínica declarada, medicación, analíticas, cultura, economía, preferencias, etapa vital, riesgo de TCA y competencias profesionales. Derivar si hay señales de alarma.
