AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;TIPO_INTERVENCION_PROBLEMA;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TIPO_INTERVENCION_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;TIPO_INTERVENCION_TAREA;PRIORIDAD;NOTA_PROFESIONAL
Orgasmo y eyaculación;Eyaculación retardada o dificultad orgásmica masculina;Retraso o dificultad persistente para eyacular/orgasmar con malestar.;adultos;médica_derivación;medio;"SEX_SRC007;SEX_SRC008";Reestructuración de mitos sexuales;Identificar y flexibilizar creencias rígidas sobre deseo, cuerpo, orgasmo o rendimiento.;bajo;individual/pareja;Registro de mitos sexuales;Anotar creencia, origen, emoción, coste y alternativa flexible.;Flexibilizar expectativas.;bajo;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Eyaculación retardada o dificultad orgásmica masculina;Retraso o dificultad persistente para eyacular/orgasmar con malestar.;adultos;médica_derivación;medio;"SEX_SRC007;SEX_SRC008";Manejo de ansiedad de rendimiento;Reducir presión, autoobservación, catastrofismo y evitación.;medio;individual/pareja;Plan anti-rendimiento;Sustituir objetivo de funcionar por objetivo de presencia, comunicación y disfrute.;Reducir ansiedad de desempeño.;medio;semanal;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Eyaculación retardada o dificultad orgásmica masculina;Retraso o dificultad persistente para eyacular/orgasmar con malestar.;adultos;médica_derivación;medio;"SEX_SRC007;SEX_SRC008";Técnicas psicosexuales para eyaculación precoz;Entrenamiento conductual general, comunicación y reducción de ansiedad, bajo guía profesional.;medio;individual/pareja;Registro de control eyaculatorio percibido;Registrar ansiedad, contexto, control percibido y comunicación, sin prácticas explícitas.;Entender patrón de eyaculación precoz.;medio;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Eyaculación retardada o dificultad orgásmica masculina;Retraso o dificultad persistente para eyacular/orgasmar con malestar.;adultos;médica_derivación;medio;"SEX_SRC007;SEX_SRC008";Trabajo con dificultad orgásmica;Reducir presión, aumentar conocimiento de respuesta, comunicación y atención sensorial.;medio;individual/pareja;Mapa de presión orgásmica;Identificar cuándo aparece presión por orgasmo y qué la aumenta/reduce.;Reducir exigencia.;medio;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Eyaculación retardada o dificultad orgásmica masculina;Retraso o dificultad persistente para eyacular/orgasmar con malestar.;adultos;médica_derivación;medio;"SEX_SRC007;SEX_SRC008";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Registro de deseo/excitación/contexto;Registrar contexto, emoción, estrés, descanso, conexión, deseo y respuesta.;bajo;individual/pareja;Registro de contexto de deseo;Anotar momento, descanso, estrés, conexión, emoción, deseo 0-10 y frenos.;Identificar patrones de deseo.;bajo;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Mindfulness aplicado a sexualidad;Entrenar atención al presente y reducción de autoobservación/juzgar.;bajo;individual;Atención plena de sensaciones neutras;Practicar 3-5 minutos observando respiración, temperatura o contacto no sexual.;Entrenar presencia sin juicio.;bajo;diario;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Reestructuración de mitos sexuales;Identificar y flexibilizar creencias rígidas sobre deseo, cuerpo, orgasmo o rendimiento.;bajo;individual/pareja;Registro de mitos sexuales;Anotar creencia, origen, emoción, coste y alternativa flexible.;Flexibilizar expectativas.;bajo;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Manejo de ansiedad de rendimiento;Reducir presión, autoobservación, catastrofismo y evitación.;medio;individual/pareja;Plan anti-rendimiento;Sustituir objetivo de funcionar por objetivo de presencia, comunicación y disfrute.;Reducir ansiedad de desempeño.;medio;semanal;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Técnicas psicosexuales para eyaculación precoz;Entrenamiento conductual general, comunicación y reducción de ansiedad, bajo guía profesional.;medio;individual/pareja;Registro de control eyaculatorio percibido;Registrar ansiedad, contexto, control percibido y comunicación, sin prácticas explícitas.;Entender patrón de eyaculación precoz.;medio;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Trabajo con dificultad orgásmica;Reducir presión, aumentar conocimiento de respuesta, comunicación y atención sensorial.;medio;individual/pareja;Mapa de presión orgásmica;Identificar cuándo aparece presión por orgasmo y qué la aumenta/reduce.;Reducir exigencia.;medio;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Registro de deseo/excitación/contexto;Registrar contexto, emoción, estrés, descanso, conexión, deseo y respuesta.;bajo;individual/pareja;Registro de contexto de deseo;Anotar momento, descanso, estrés, conexión, emoción, deseo 0-10 y frenos.;Identificar patrones de deseo.;bajo;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Mindfulness aplicado a sexualidad;Entrenar atención al presente y reducción de autoobservación/juzgar.;bajo;individual;Atención plena de sensaciones neutras;Practicar 3-5 minutos observando respiración, temperatura o contacto no sexual.;Entrenar presencia sin juicio.;bajo;diario;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Reestructuración de mitos sexuales;Identificar y flexibilizar creencias rígidas sobre deseo, cuerpo, orgasmo o rendimiento.;bajo;individual/pareja;Registro de mitos sexuales;Anotar creencia, origen, emoción, coste y alternativa flexible.;Flexibilizar expectativas.;bajo;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Manejo de ansiedad de rendimiento;Reducir presión, autoobservación, catastrofismo y evitación.;medio;individual/pareja;Plan anti-rendimiento;Sustituir objetivo de funcionar por objetivo de presencia, comunicación y disfrute.;Reducir ansiedad de desempeño.;medio;semanal;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Técnicas psicosexuales para eyaculación precoz;Entrenamiento conductual general, comunicación y reducción de ansiedad, bajo guía profesional.;medio;individual/pareja;Registro de control eyaculatorio percibido;Registrar ansiedad, contexto, control percibido y comunicación, sin prácticas explícitas.;Entender patrón de eyaculación precoz.;medio;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Trabajo con dificultad orgásmica;Reducir presión, aumentar conocimiento de respuesta, comunicación y atención sensorial.;medio;individual/pareja;Mapa de presión orgásmica;Identificar cuándo aparece presión por orgasmo y qué la aumenta/reduce.;Reducir exigencia.;medio;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Registro de deseo/excitación/contexto;Registrar contexto, emoción, estrés, descanso, conexión, deseo y respuesta.;bajo;individual/pareja;Registro de contexto de deseo;Anotar momento, descanso, estrés, conexión, emoción, deseo 0-10 y frenos.;Identificar patrones de deseo.;bajo;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Mindfulness aplicado a sexualidad;Entrenar atención al presente y reducción de autoobservación/juzgar.;bajo;individual;Atención plena de sensaciones neutras;Practicar 3-5 minutos observando respiración, temperatura o contacto no sexual.;Entrenar presencia sin juicio.;bajo;diario;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Reestructuración de mitos sexuales;Identificar y flexibilizar creencias rígidas sobre deseo, cuerpo, orgasmo o rendimiento.;bajo;individual/pareja;Registro de mitos sexuales;Anotar creencia, origen, emoción, coste y alternativa flexible.;Flexibilizar expectativas.;bajo;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Manejo de ansiedad de rendimiento;Reducir presión, autoobservación, catastrofismo y evitación.;medio;individual/pareja;Plan anti-rendimiento;Sustituir objetivo de funcionar por objetivo de presencia, comunicación y disfrute.;Reducir ansiedad de desempeño.;medio;semanal;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Técnicas psicosexuales para eyaculación precoz;Entrenamiento conductual general, comunicación y reducción de ansiedad, bajo guía profesional.;medio;individual/pareja;Registro de control eyaculatorio percibido;Registrar ansiedad, contexto, control percibido y comunicación, sin prácticas explícitas.;Entender patrón de eyaculación precoz.;medio;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Trabajo con dificultad orgásmica;Reducir presión, aumentar conocimiento de respuesta, comunicación y atención sensorial.;medio;individual/pareja;Mapa de presión orgásmica;Identificar cuándo aparece presión por orgasmo y qué la aumenta/reduce.;Reducir exigencia.;medio;7 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Orgasmo y eyaculación;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Historia sexual clínica estructurada;Recoger motivo, historia, salud, medicación, relación, dolor, seguridad y objetivos.;medio;clínica;Historia sexual segura y gradual;Completar cronología básica de experiencias, aprendizajes, salud y cambios, sin detalles innecesarios.;Organizar información clínica.;medio;sesión;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Derivación médica/ginecológica/urológica;Indicar valoración médica ante dolor, cambios bruscos, síntomas físicos o sospecha orgánica.;alto;médica_derivación;Checklist de señales de derivación médica;Revisar dolor, cambios bruscos, sangrado, medicación, síntomas físicos o enfermedad.;Detectar necesidad de valoración médica.;alto;5-10 min;médica_derivación;alta;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Plan de dolor sexual con derivación;Coordinar con medicina/fisioterapia, evitar forzar dolor y trabajar miedo/anticipación.;alto;médica_derivación;Plan sin dolor;"Acordar que ninguna práctica debe forzar dolor; registrar molestias y derivaciones.";Priorizar seguridad en dolor sexual.;alto;inmediato;pareja/individual;alta;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Plan de dolor sexual con derivación;Coordinar con medicina/fisioterapia, evitar forzar dolor y trabajar miedo/anticipación.;alto;médica_derivación;Registro de dolor/malestar;Anotar intensidad, localización, contexto y factores, sin forzar repetición.;Información para derivación y cuidado.;alto;según caso;médica_derivación;alta;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Regulación del sistema nervioso;Respiración, grounding, pausa y recursos de seguridad ante activación.;medio;individual;Escala de activación corporal;Valorar activación 0-10 y elegir estrategia de regulación antes de intimidad.;Prevenir bloqueo o sobrecarga.;medio;cada situación;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Regulación del sistema nervioso;Respiración, grounding, pausa y recursos de seguridad ante activación.;medio;individual;Grounding 5-4-3-2-1;Practicar orientación al presente si aparecen activadores o desconexión.;Aumentar seguridad y presencia.;alto;cuando proceda;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Plan de comunicación médico-sexual;Preparar preguntas y datos para consulta médica sobre síntomas sexuales.;bajo;médica_derivación;Preparar consulta médica por dolor;Escribir síntomas, inicio, intensidad, ciclo, medicación, preguntas y objetivos.;Facilitar derivación médica.;alto;20 min;médica_derivación;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Plan de comunicación médico-sexual;Preparar preguntas y datos para consulta médica sobre síntomas sexuales.;bajo;médica_derivación;Preguntas para profesional sanitario;Preparar dudas sobre medicación, dolor, menopausia, erección, lubricación o salud.;Mejorar coordinación sanitaria.;bajo;15 min;médica_derivación;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Coordinación interdisciplinar;Coordinar con ginecología, urología, medicina, fisioterapia de suelo pélvico o psiquiatría.;alto;médica_derivación;Autorización de coordinación interdisciplinar;Registrar consentimiento para coordinar con médico/fisio/psiquiatría si procede.;Mejorar intervención integrada.;medio;según caso;médica_derivación;alta;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Vaginismo / dificultad de penetración;Contracción, miedo o imposibilidad de penetración con malestar.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC012";Historia sexual clínica estructurada;Recoger motivo, historia, salud, medicación, relación, dolor, seguridad y objetivos.;medio;clínica;Historia sexual segura y gradual;Completar cronología básica de experiencias, aprendizajes, salud y cambios, sin detalles innecesarios.;Organizar información clínica.;medio;sesión;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Dolor sexual y penetración;Vaginismo / dificultad de penetración;Contracción, miedo o imposibilidad de penetración con malestar.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC012";Derivación médica/ginecológica/urológica;Indicar valoración médica ante dolor, cambios bruscos, síntomas físicos o sospecha orgánica.;alto;médica_derivación;Checklist de señales de derivación médica;Revisar dolor, cambios bruscos, sangrado, medicación, síntomas físicos o enfermedad.;Detectar necesidad de valoración médica.;alto;5-10 min;médica_derivación;alta;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
