recomendacion_id;problema_id;tecnica_id;tarea_id;prioridad;nota_clinica
R0341;P016;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0342;P016;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0343;P016;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0344;P016;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0345;P016;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0346;P016;T003;TA008;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0347;P016;T003;TA017;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0348;P016;T006;TA011;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0349;P016;T014;TA010;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0350;P016;T023;TA042;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0351;P016;T023;TA046;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0352;P016;T023;TA047;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0353;P016;T023;TA048;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0354;P016;T023;TA049;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0355;P016;T025;TA033;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0358;P017;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0359;P017;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0360;P017;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0361;P017;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0362;P017;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0363;P017;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0364;P017;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0365;P017;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0366;P017;T006;TA011;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0367;P017;T014;TA010;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0368;P017;T019;TA056;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0369;P017;T023;TA042;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0370;P017;T023;TA046;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0371;P017;T023;TA047;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0372;P017;T023;TA048;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0373;P017;T023;TA049;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0374;P017;T025;TA033;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0375;P017;T025;TA043;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0379;P018;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0380;P018;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0381;P018;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0382;P018;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0383;P018;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0384;P018;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0385;P018;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0386;P018;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0387;P018;T012;TA038;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0388;P018;T012;TA039;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0389;P018;T013;TA040;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0390;P018;T014;TA010;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0391;P018;T020;TA057;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0392;P018;T020;TA058;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0393;P018;T020;TA060;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0394;P018;T020;TA063;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0395;P019;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0396;P019;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0397;P019;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0398;P019;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0399;P019;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0400;P019;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0401;P019;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0402;P019;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0403;P019;T012;TA038;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0404;P019;T012;TA039;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0405;P019;T013;TA040;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0406;P020;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0407;P020;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0408;P020;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0409;P020;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0410;P020;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0411;P020;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0412;P020;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0413;P020;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0414;P020;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0415;P020;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0416;P020;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0417;P020;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0418;P020;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0419;P020;T016;TA034;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0420;P020;T016;TA035;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0421;P020;T018;TA029;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0422;P020;T018;TA030;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0423;P020;T018;TA031;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0432;P021;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0433;P021;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0434;P021;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0435;P021;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0436;P021;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0437;P021;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0438;P021;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0439;P021;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0440;P021;T018;TA029;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0441;P021;T018;TA030;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0442;P021;T018;TA031;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0443;P021;T018;TA032;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0444;P021;T019;TA056;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0445;P021;T025;TA033;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0446;P021;T025;TA043;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0447;P021;T026;TA044;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0448;P021;T027;TA025;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0449;P021;T027;TA028;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0452;P022;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0453;P022;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0454;P022;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0455;P022;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0456;P022;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0457;P022;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0458;P022;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0459;P022;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0460;P022;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0461;P022;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0462;P022;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0463;P022;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0464;P022;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0465;P022;T016;TA034;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0466;P022;T016;TA035;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0467;P022;T024;TA050;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0468;P022;T024;TA051;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0469;P022;T025;TA033;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0474;P023;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0475;P023;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0476;P023;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0477;P023;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0478;P023;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0479;P023;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0480;P023;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0481;P023;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0482;P023;T007;TA012;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0483;P023;T007;TA013;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0484;P023;T007;TA014;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0485;P023;T007;TA053;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0486;P023;T016;TA034;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0487;P023;T016;TA035;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0488;P023;T017;TA036;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0489;P023;T017;TA037;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0490;P024;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0491;P024;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0492;P024;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0493;P024;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0494;P024;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0495;P024;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0496;P024;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0497;P024;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0498;P024;T016;TA034;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0499;P024;T016;TA035;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0500;P024;T017;TA036;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0501;P024;T017;TA037;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0502;P024;T025;TA033;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0503;P024;T025;TA043;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0504;P025;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0505;P025;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0506;P025;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0507;P025;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0508;P025;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0509;P025;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0510;P025;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0511;P025;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0512;P025;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0513;P025;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0514;P025;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0515;P025;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0516;P025;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0517;P025;T018;TA029;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0518;P025;T018;TA030;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0519;P025;T018;TA031;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0520;P025;T018;TA032;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0521;P025;T019;TA056;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0522;P026;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0523;P026;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0524;P026;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0525;P026;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0526;P026;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0527;P026;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0528;P026;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0529;P026;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0530;P026;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0531;P026;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0532;P026;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0533;P026;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0534;P026;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0535;P026;T007;TA012;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0536;P026;T007;TA013;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0537;P026;T007;TA014;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0538;P026;T007;TA053;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0539;P026;T018;TA029;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0543;P027;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0544;P027;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0545;P027;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0546;P027;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0547;P027;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0548;P027;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0549;P027;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0550;P027;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0551;P027;T003;TA008;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0552;P027;T003;TA017;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0553;P027;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0554;P027;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0555;P027;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0556;P027;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0557;P027;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0558;P027;T024;TA050;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0559;P027;T024;TA051;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0560;P027;T028;TA052;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0563;P028;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0564;P028;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0565;P028;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0566;P028;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0567;P028;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0568;P028;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0569;P028;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0570;P028;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0571;P028;T014;TA010;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0572;P028;T015;TA059;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0573;P028;T018;TA029;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0574;P028;T018;TA030;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0575;P028;T018;TA031;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0576;P028;T018;TA032;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0577;P028;T024;TA050;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0578;P028;T024;TA051;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0579;P028;T030;TA026;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0580;P028;T030;TA027;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0581;P029;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0582;P029;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0583;P029;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0584;P029;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0585;P029;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0586;P029;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0587;P029;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0588;P029;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0589;P029;T023;TA042;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0590;P029;T023;TA046;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0591;P029;T023;TA047;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0592;P029;T023;TA048;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0593;P029;T023;TA049;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0594;P029;T024;TA050;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0595;P029;T024;TA051;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0596;P029;T026;TA044;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0597;P029;T020;TA057;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0598;P029;T020;TA058;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0601;P030;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0602;P030;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0603;P030;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0604;P030;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0605;P030;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0606;P030;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0607;P030;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0608;P030;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0609;P030;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0610;P030;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0611;P030;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0612;P030;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0613;P030;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0614;P030;T011;TA023;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0615;P030;T023;TA042;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0616;P030;T023;TA046;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0617;P030;T023;TA047;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0618;P030;T023;TA048;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0621;P031;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0622;P031;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0623;P031;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0624;P031;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0625;P031;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0626;P031;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0627;P031;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0628;P031;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0629;P031;T011;TA023;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0630;P031;T019;TA056;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0631;P031;T020;TA057;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0632;P031;T020;TA058;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0633;P031;T020;TA060;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0634;P031;T020;TA063;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0635;P031;T026;TA044;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
