bodymuscles_id;exercise_id;exercise_name_es;exercise_name_en;equipment_id;category;difficulty;mechanics;role;intensity
lower-back-erectors-left;FIT_EX008;Remo con barra;Barbell Row;EQ_BARBELL;Tirón;Intermedio;Compuesto;secondary;65
lower-back-erectors-left;FIT_EX022;Sentadilla trasera;Back Squat;EQ_BARBELL;Piernas;Intermedio;Compuesto;secondary;65
lower-back-erectors-left;FIT_EX023;Sentadilla frontal;Front Squat;EQ_BARBELL;Piernas;Avanzado;Compuesto;secondary;65
lower-back-erectors-left;FIT_EX026;Peso muerto rumano;Romanian Deadlift;EQ_BARBELL;Piernas;Intermedio;Compuesto;secondary;65
lower-back-erectors-left;FIT_EX033;Plancha;Plank;EQ_BODY;Core;Principiante;Isométrico;secondary;65
lower-back-erectors-left;FIT_EX038;Bird dog;Bird Dog;EQ_BODY;Core;Principiante;Estabilidad;primary;100
lower-back-erectors-left;FIT_EX039;Puente de glúteo;Glute Bridge;EQ_BODY;Glúteos;Principiante;Compuesto;secondary;65
lower-back-erectors-left;FIT_EX042;Swing con kettlebell;Kettlebell Swing;EQ_KETTLEBELL;Potencia;Intermedio;Compuesto;secondary;65
lower-back-erectors-right;FIT_EX008;Remo con barra;Barbell Row;EQ_BARBELL;Tirón;Intermedio;Compuesto;secondary;65
lower-back-erectors-right;FIT_EX022;Sentadilla trasera;Back Squat;EQ_BARBELL;Piernas;Intermedio;Compuesto;secondary;65
lower-back-erectors-right;FIT_EX023;Sentadilla frontal;Front Squat;EQ_BARBELL;Piernas;Avanzado;Compuesto;secondary;65
lower-back-erectors-right;FIT_EX026;Peso muerto rumano;Romanian Deadlift;EQ_BARBELL;Piernas;Intermedio;Compuesto;secondary;65
lower-back-erectors-right;FIT_EX033;Plancha;Plank;EQ_BODY;Core;Principiante;Isométrico;secondary;65
lower-back-erectors-right;FIT_EX038;Bird dog;Bird Dog;EQ_BODY;Core;Principiante;Estabilidad;primary;100
lower-back-erectors-right;FIT_EX039;Puente de glúteo;Glute Bridge;EQ_BODY;Glúteos;Principiante;Compuesto;secondary;65
lower-back-erectors-right;FIT_EX042;Swing con kettlebell;Kettlebell Swing;EQ_KETTLEBELL;Potencia;Intermedio;Compuesto;secondary;65
obliques-left;FIT_EX033;Plancha;Plank;EQ_BODY;Core;Principiante;Isométrico;secondary;65
obliques-left;FIT_EX036;Giro ruso;Russian Twist;EQ_BODY;Core;Principiante;Aislamiento;primary;100
obliques-left;FIT_EX037;Pallof press;Pallof Press;EQ_CABLE;Core;Principiante;Anti-rotación;primary;100
obliques-left;FIT_EX050;Woodchop en polea;Cable Woodchop;EQ_CABLE;Core;Intermedio;Compuesto;primary;100
obliques-left;FIT_EX055;Plancha lateral;Side Plank;EQ_BODY;Core;Principiante;Isométrico;primary;100
obliques-right;FIT_EX033;Plancha;Plank;EQ_BODY;Core;Principiante;Isométrico;secondary;65
obliques-right;FIT_EX036;Giro ruso;Russian Twist;EQ_BODY;Core;Principiante;Aislamiento;primary;100
obliques-right;FIT_EX037;Pallof press;Pallof Press;EQ_CABLE;Core;Principiante;Anti-rotación;primary;100
obliques-right;FIT_EX050;Woodchop en polea;Cable Woodchop;EQ_CABLE;Core;Intermedio;Compuesto;primary;100
obliques-right;FIT_EX055;Plancha lateral;Side Plank;EQ_BODY;Core;Principiante;Isométrico;primary;100
quads-left;FIT_EX022;Sentadilla trasera;Back Squat;EQ_BARBELL;Piernas;Intermedio;Compuesto;primary;100
quads-left;FIT_EX023;Sentadilla frontal;Front Squat;EQ_BARBELL;Piernas;Avanzado;Compuesto;primary;100
quads-left;FIT_EX024;Prensa de piernas;Leg Press;EQ_MACHINE;Piernas;Principiante;Compuesto;primary;100
quads-left;FIT_EX025;Extensión de piernas;Leg Extension;EQ_MACHINE;Piernas;Principiante;Aislamiento;primary;100
quads-left;FIT_EX028;Sentadilla búlgara;Bulgarian Split Squat;EQ_DUMBBELL;Piernas;Intermedio;Compuesto;primary;100
quads-left;FIT_EX029;Zancadas caminando;Walking Lunge;EQ_DUMBBELL;Piernas;Intermedio;Compuesto;primary;100
quads-left;FIT_EX040;Subida al cajón;Step-up;EQ_DUMBBELL;Piernas;Principiante;Compuesto;primary;100
quads-left;FIT_EX041;Sentadilla goblet;Goblet Squat;EQ_DUMBBELL;Piernas;Principiante;Compuesto;primary;100
quads-left;FIT_EX053;Sentadilla libre;Bodyweight Squat;EQ_BODY;Piernas;Principiante;Compuesto;primary;100
quads-left;FIT_EX054;Zancada atrás;Reverse Lunge;EQ_BODY;Piernas;Principiante;Compuesto;primary;100
quads-right;FIT_EX022;Sentadilla trasera;Back Squat;EQ_BARBELL;Piernas;Intermedio;Compuesto;primary;100
quads-right;FIT_EX023;Sentadilla frontal;Front Squat;EQ_BARBELL;Piernas;Avanzado;Compuesto;primary;100
quads-right;FIT_EX024;Prensa de piernas;Leg Press;EQ_MACHINE;Piernas;Principiante;Compuesto;primary;100
quads-right;FIT_EX025;Extensión de piernas;Leg Extension;EQ_MACHINE;Piernas;Principiante;Aislamiento;primary;100
quads-right;FIT_EX028;Sentadilla búlgara;Bulgarian Split Squat;EQ_DUMBBELL;Piernas;Intermedio;Compuesto;primary;100
quads-right;FIT_EX029;Zancadas caminando;Walking Lunge;EQ_DUMBBELL;Piernas;Intermedio;Compuesto;primary;100
quads-right;FIT_EX040;Subida al cajón;Step-up;EQ_DUMBBELL;Piernas;Principiante;Compuesto;primary;100
quads-right;FIT_EX041;Sentadilla goblet;Goblet Squat;EQ_DUMBBELL;Piernas;Principiante;Compuesto;primary;100
quads-right;FIT_EX053;Sentadilla libre;Bodyweight Squat;EQ_BODY;Piernas;Principiante;Compuesto;primary;100
quads-right;FIT_EX054;Zancada atrás;Reverse Lunge;EQ_BODY;Piernas;Principiante;Compuesto;primary;100
serratus-anterior-left;FIT_EX037;Pallof press;Pallof Press;EQ_CABLE;Core;Principiante;Anti-rotación;secondary;65
serratus-anterior-left;FIT_EX050;Woodchop en polea;Cable Woodchop;EQ_CABLE;Core;Intermedio;Compuesto;primary;100
serratus-anterior-right;FIT_EX037;Pallof press;Pallof Press;EQ_CABLE;Core;Principiante;Anti-rotación;secondary;65
serratus-anterior-right;FIT_EX050;Woodchop en polea;Cable Woodchop;EQ_CABLE;Core;Intermedio;Compuesto;primary;100
shoulder-front-left;FIT_EX001;Flexión;Push-up;EQ_BODY;Empuje;Principiante;Compuesto;secondary;65
shoulder-front-left;FIT_EX002;Press banca con barra;Bench Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
shoulder-front-left;FIT_EX003;Press inclinado con mancuernas;Incline Dumbbell Press;EQ_DUMBBELL;Empuje;Intermedio;Compuesto;secondary;65
shoulder-front-left;FIT_EX004;Aperturas en polea;Cable Fly;EQ_CABLE;Empuje;Intermedio;Aislamiento;secondary;65
shoulder-front-left;FIT_EX005;Press de pecho en máquina;Machine Chest Press;EQ_MACHINE;Empuje;Principiante;Compuesto;secondary;65
shoulder-front-left;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;primary;100
shoulder-front-left;FIT_EX038;Bird dog;Bird Dog;EQ_BODY;Core;Principiante;Estabilidad;secondary;65
shoulder-front-left;FIT_EX048;Press hombro en máquina;Machine Shoulder Press;EQ_MACHINE;Hombro;Principiante;Compuesto;primary;100
shoulder-front-left;FIT_EX051;Fondos en paralelas;Dip;EQ_BODY;Empuje;Intermedio;Compuesto;secondary;65
shoulder-front-right;FIT_EX001;Flexión;Push-up;EQ_BODY;Empuje;Principiante;Compuesto;secondary;65
shoulder-front-right;FIT_EX002;Press banca con barra;Bench Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
shoulder-front-right;FIT_EX003;Press inclinado con mancuernas;Incline Dumbbell Press;EQ_DUMBBELL;Empuje;Intermedio;Compuesto;secondary;65
shoulder-front-right;FIT_EX004;Aperturas en polea;Cable Fly;EQ_CABLE;Empuje;Intermedio;Aislamiento;secondary;65
shoulder-front-right;FIT_EX005;Press de pecho en máquina;Machine Chest Press;EQ_MACHINE;Empuje;Principiante;Compuesto;secondary;65
shoulder-front-right;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;primary;100
shoulder-front-right;FIT_EX038;Bird dog;Bird Dog;EQ_BODY;Core;Principiante;Estabilidad;secondary;65
shoulder-front-right;FIT_EX048;Press hombro en máquina;Machine Shoulder Press;EQ_MACHINE;Hombro;Principiante;Compuesto;primary;100
shoulder-front-right;FIT_EX051;Fondos en paralelas;Dip;EQ_BODY;Empuje;Intermedio;Compuesto;secondary;65
shoulder-side-left;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;primary;100
shoulder-side-left;FIT_EX012;Elevaciones laterales;Dumbbell Lateral Raise;EQ_DUMBBELL;Hombro;Principiante;Aislamiento;primary;100
shoulder-side-left;FIT_EX046;Elevación lateral en polea;Cable Lateral Raise;EQ_CABLE;Hombro;Intermedio;Aislamiento;primary;100
shoulder-side-left;FIT_EX048;Press hombro en máquina;Machine Shoulder Press;EQ_MACHINE;Hombro;Principiante;Compuesto;primary;100
shoulder-side-right;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;primary;100
shoulder-side-right;FIT_EX012;Elevaciones laterales;Dumbbell Lateral Raise;EQ_DUMBBELL;Hombro;Principiante;Aislamiento;primary;100
shoulder-side-right;FIT_EX046;Elevación lateral en polea;Cable Lateral Raise;EQ_CABLE;Hombro;Intermedio;Aislamiento;primary;100
shoulder-side-right;FIT_EX048;Press hombro en máquina;Machine Shoulder Press;EQ_MACHINE;Hombro;Principiante;Compuesto;primary;100
traps-lower-left;FIT_EX014;Face pull;Face Pull;EQ_CABLE;Hombro;Principiante;Aislamiento;secondary;65
traps-lower-left;FIT_EX044;Aperturas con banda;Band Pull-apart;EQ_BAND;Hombro;Principiante;Aislamiento;secondary;65
traps-lower-right;FIT_EX014;Face pull;Face Pull;EQ_CABLE;Hombro;Principiante;Aislamiento;secondary;65
traps-lower-right;FIT_EX044;Aperturas con banda;Band Pull-apart;EQ_BAND;Hombro;Principiante;Aislamiento;secondary;65
traps-mid-left;FIT_EX006;Dominada;Pull-up;EQ_BODY;Tirón;Intermedio;Compuesto;secondary;65
traps-mid-left;FIT_EX007;Jalón al pecho;Lat Pulldown;EQ_CABLE;Tirón;Principiante;Compuesto;secondary;65
traps-mid-left;FIT_EX008;Remo con barra;Barbell Row;EQ_BARBELL;Tirón;Intermedio;Compuesto;primary;100
traps-mid-left;FIT_EX009;Remo sentado en polea;Seated Cable Row;EQ_CABLE;Tirón;Principiante;Compuesto;primary;100
traps-mid-left;FIT_EX010;Remo unilateral con mancuerna;One-arm Dumbbell Row;EQ_DUMBBELL;Tirón;Principiante;Compuesto;secondary;65
traps-mid-left;FIT_EX013;Pájaros / deltoide posterior;Rear Delt Fly;EQ_DUMBBELL;Hombro;Principiante;Aislamiento;secondary;65
traps-mid-left;FIT_EX014;Face pull;Face Pull;EQ_CABLE;Hombro;Principiante;Aislamiento;primary;100
traps-mid-left;FIT_EX043;Remo con banda;Resistance Band Row;EQ_BAND;Tirón;Principiante;Compuesto;primary;100
traps-mid-left;FIT_EX044;Aperturas con banda;Band Pull-apart;EQ_BAND;Hombro;Principiante;Aislamiento;primary;100
traps-mid-left;FIT_EX045;Remo en TRX;TRX Row;EQ_TRX;Tirón;Principiante;Compuesto;primary;100
traps-mid-left;FIT_EX049;Dominada asistida;Assisted Pull-up;EQ_MACHINE;Tirón;Principiante;Compuesto;secondary;65
traps-mid-right;FIT_EX006;Dominada;Pull-up;EQ_BODY;Tirón;Intermedio;Compuesto;secondary;65
traps-mid-right;FIT_EX007;Jalón al pecho;Lat Pulldown;EQ_CABLE;Tirón;Principiante;Compuesto;secondary;65
traps-mid-right;FIT_EX008;Remo con barra;Barbell Row;EQ_BARBELL;Tirón;Intermedio;Compuesto;primary;100
traps-mid-right;FIT_EX009;Remo sentado en polea;Seated Cable Row;EQ_CABLE;Tirón;Principiante;Compuesto;primary;100
traps-mid-right;FIT_EX010;Remo unilateral con mancuerna;One-arm Dumbbell Row;EQ_DUMBBELL;Tirón;Principiante;Compuesto;secondary;65
traps-mid-right;FIT_EX013;Pájaros / deltoide posterior;Rear Delt Fly;EQ_DUMBBELL;Hombro;Principiante;Aislamiento;secondary;65
traps-mid-right;FIT_EX014;Face pull;Face Pull;EQ_CABLE;Hombro;Principiante;Aislamiento;primary;100
traps-mid-right;FIT_EX043;Remo con banda;Resistance Band Row;EQ_BAND;Tirón;Principiante;Compuesto;primary;100
traps-mid-right;FIT_EX044;Aperturas con banda;Band Pull-apart;EQ_BAND;Hombro;Principiante;Aislamiento;primary;100
traps-mid-right;FIT_EX045;Remo en TRX;TRX Row;EQ_TRX;Tirón;Principiante;Compuesto;primary;100
traps-mid-right;FIT_EX049;Dominada asistida;Assisted Pull-up;EQ_MACHINE;Tirón;Principiante;Compuesto;secondary;65
traps-upper-left;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
traps-upper-left;FIT_EX015;Encogimientos con mancuernas;Dumbbell Shrug;EQ_DUMBBELL;Trapecio;Principiante;Aislamiento;primary;100
traps-upper-left;FIT_EX042;Swing con kettlebell;Kettlebell Swing;EQ_KETTLEBELL;Potencia;Intermedio;Compuesto;secondary;65
traps-upper-right;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
traps-upper-right;FIT_EX015;Encogimientos con mancuernas;Dumbbell Shrug;EQ_DUMBBELL;Trapecio;Principiante;Aislamiento;primary;100
traps-upper-right;FIT_EX042;Swing con kettlebell;Kettlebell Swing;EQ_KETTLEBELL;Potencia;Intermedio;Compuesto;secondary;65
triceps-lateral-left;FIT_EX001;Flexión;Push-up;EQ_BODY;Empuje;Principiante;Compuesto;secondary;65
triceps-lateral-left;FIT_EX002;Press banca con barra;Bench Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-lateral-left;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-lateral-left;FIT_EX018;Extensión tríceps en polea;Triceps Pushdown;EQ_CABLE;Brazos;Principiante;Aislamiento;primary;100
triceps-lateral-left;FIT_EX019;Extensión tríceps sobre cabeza;Overhead Triceps Extension;EQ_DUMBBELL;Brazos;Principiante;Aislamiento;secondary;65
triceps-lateral-left;FIT_EX051;Fondos en paralelas;Dip;EQ_BODY;Empuje;Intermedio;Compuesto;primary;100
triceps-lateral-right;FIT_EX001;Flexión;Push-up;EQ_BODY;Empuje;Principiante;Compuesto;secondary;65
triceps-lateral-right;FIT_EX002;Press banca con barra;Bench Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-lateral-right;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-lateral-right;FIT_EX018;Extensión tríceps en polea;Triceps Pushdown;EQ_CABLE;Brazos;Principiante;Aislamiento;primary;100
triceps-lateral-right;FIT_EX019;Extensión tríceps sobre cabeza;Overhead Triceps Extension;EQ_DUMBBELL;Brazos;Principiante;Aislamiento;secondary;65
triceps-lateral-right;FIT_EX051;Fondos en paralelas;Dip;EQ_BODY;Empuje;Intermedio;Compuesto;primary;100
triceps-long-left;FIT_EX001;Flexión;Push-up;EQ_BODY;Empuje;Principiante;Compuesto;secondary;65
triceps-long-left;FIT_EX002;Press banca con barra;Bench Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-long-left;FIT_EX003;Press inclinado con mancuernas;Incline Dumbbell Press;EQ_DUMBBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-long-left;FIT_EX005;Press de pecho en máquina;Machine Chest Press;EQ_MACHINE;Empuje;Principiante;Compuesto;secondary;65
triceps-long-left;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-long-left;FIT_EX018;Extensión tríceps en polea;Triceps Pushdown;EQ_CABLE;Brazos;Principiante;Aislamiento;primary;100
triceps-long-left;FIT_EX019;Extensión tríceps sobre cabeza;Overhead Triceps Extension;EQ_DUMBBELL;Brazos;Principiante;Aislamiento;primary;100
triceps-long-left;FIT_EX048;Press hombro en máquina;Machine Shoulder Press;EQ_MACHINE;Hombro;Principiante;Compuesto;secondary;65
triceps-long-left;FIT_EX051;Fondos en paralelas;Dip;EQ_BODY;Empuje;Intermedio;Compuesto;primary;100
triceps-long-right;FIT_EX001;Flexión;Push-up;EQ_BODY;Empuje;Principiante;Compuesto;secondary;65
triceps-long-right;FIT_EX002;Press banca con barra;Bench Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-long-right;FIT_EX003;Press inclinado con mancuernas;Incline Dumbbell Press;EQ_DUMBBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-long-right;FIT_EX005;Press de pecho en máquina;Machine Chest Press;EQ_MACHINE;Empuje;Principiante;Compuesto;secondary;65
triceps-long-right;FIT_EX011;Press militar;Overhead Press;EQ_BARBELL;Empuje;Intermedio;Compuesto;secondary;65
triceps-long-right;FIT_EX018;Extensión tríceps en polea;Triceps Pushdown;EQ_CABLE;Brazos;Principiante;Aislamiento;primary;100
triceps-long-right;FIT_EX019;Extensión tríceps sobre cabeza;Overhead Triceps Extension;EQ_DUMBBELL;Brazos;Principiante;Aislamiento;primary;100
triceps-long-right;FIT_EX048;Press hombro en máquina;Machine Shoulder Press;EQ_MACHINE;Hombro;Principiante;Compuesto;secondary;65
triceps-long-right;FIT_EX051;Fondos en paralelas;Dip;EQ_BODY;Empuje;Intermedio;Compuesto;primary;100
