AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;TIPO_INTERVENCION_PROBLEMA;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TIPO_INTERVENCION_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;TIPO_INTERVENCION_TAREA;PRIORIDAD;NOTA_PROFESIONAL
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Movilidad cervical graduada;Movimientos cervicales suaves y progresivos en rangos tolerados.;bajo;movilidad;Movilidad cervical en rangos cómodos;Flexión/extensión/rotación/inclinación suaves sin forzar.;Reducir rigidez cervical.;bajo;diario;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Ajuste básico de pantalla;Revisar altura, distancia, silla, teclado y pausas.;Mejorar entorno de trabajo.;bajo;una vez/revisión;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Checklist ergonómico;Pantalla, silla, mesa, teclado, luz y pausas.;Mejorar entorno laboral.;bajo;mensual;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas cervicales en pantalla;Micro-pausas con movimiento de cuello/hombros y cambio postural.;Reducir carga sostenida.;bajo;cada 45-60 min;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas activas laborales;2-5 minutos de movimiento durante jornada.;Reducir rigidez/fatiga.;bajo;diario;hábitos;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Semáforo de dolor/tolerancia;Definir verde/amarillo/rojo según dolor, función y evolución 24-48h.;medio;seguridad;Semáforo de dolor 24h;Verde continuar, amarillo ajustar, rojo parar/consultar según evolución.;Dosificar con seguridad.;medio;cada ejercicio;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Dolor cervical con trabajo de pantalla;Molestias cervicales asociadas a sedentarismo, pantalla o pausas insuficientes.;adultos;ergonomía;bajo;"FIS2_SRC011;FIS2_SRC017";Semáforo de dolor/tolerancia;Definir verde/amarillo/rojo según dolor, función y evolución 24-48h.;medio;seguridad;Registro de carga y dolor 24h;Anotar ejercicio, dolor durante, después y al día siguiente.;Ajustar dosis de tendón.;medio;cada sesión;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Educación sobre dolor y pronóstico;Explicar dolor, recuperación, carga, señales de alarma y autocuidado.;bajo;educación;Educación de dolor básica;Explicar que dolor no siempre equivale a daño y cómo dosificar actividad.;Reducir miedo y mejorar autocuidado.;bajo;sesión;educación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Control motor cervical;Trabajo de flexores profundos, coordinación y posicionamiento cervical.;bajo;control_motor;Retracción cervical suave;Ejercicio de control cervical en rango tolerado.;Mejorar control cervical.;bajo;diario;control_motor;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Movilidad cervical graduada;Movimientos cervicales suaves y progresivos en rangos tolerados.;bajo;movilidad;Movilidad cervical en rangos cómodos;Flexión/extensión/rotación/inclinación suaves sin forzar.;Reducir rigidez cervical.;bajo;diario;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Ajuste básico de pantalla;Revisar altura, distancia, silla, teclado y pausas.;Mejorar entorno de trabajo.;bajo;una vez/revisión;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Checklist ergonómico;Pantalla, silla, mesa, teclado, luz y pausas.;Mejorar entorno laboral.;bajo;mensual;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas cervicales en pantalla;Micro-pausas con movimiento de cuello/hombros y cambio postural.;Reducir carga sostenida.;bajo;cada 45-60 min;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas activas laborales;2-5 minutos de movimiento durante jornada.;Reducir rigidez/fatiga.;bajo;diario;hábitos;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Semáforo de dolor/tolerancia;Definir verde/amarillo/rojo según dolor, función y evolución 24-48h.;medio;seguridad;Semáforo de dolor 24h;Verde continuar, amarillo ajustar, rojo parar/consultar según evolución.;Dosificar con seguridad.;medio;cada ejercicio;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna cervical;Control motor cervical bajo;Dificultad para controlar posición cervical y musculatura profunda.;adultos;control_motor;bajo;FIS2_SRC011;Semáforo de dolor/tolerancia;Definir verde/amarillo/rojo según dolor, función y evolución 24-48h.;medio;seguridad;Registro de carga y dolor 24h;Anotar ejercicio, dolor durante, después y al día siguiente.;Ajustar dosis de tendón.;medio;cada sesión;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Movilidad torácica;Extensión, rotación y movilidad costovertebral progresiva.;bajo;movilidad;Extensión torácica sobre respaldo/toalla;Movilizar extensión dorsal de forma cómoda.;Mejorar movilidad torácica.;bajo;3-5 días/semana;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Movilidad torácica;Extensión, rotación y movilidad costovertebral progresiva.;bajo;movilidad;Rotación torácica en cuadrupedia;Rotaciones suaves coordinadas con respiración.;Mejorar rotación dorsal.;bajo;3-5 días/semana;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Ejercicios respiratorios básicos;Respiración diafragmática/costal, control ventilatorio y expansión torácica.;medio;respiratoria;Respiración costal lateral;Practicar expansión costal y respiración lenta.;Mejorar control respiratorio.;medio;diario;respiratoria;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Ejercicios respiratorios básicos;Respiración diafragmática/costal, control ventilatorio y expansión torácica.;medio;respiratoria;Respiración diafragmática/costal;Practicar respiración lenta y expansión costal.;Mejorar control respiratorio.;medio;diario;respiratoria;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Fortalecimiento escapular;Trabajo de serrato, trapecio, romboides y control escapular.;bajo;fuerza/control;Serrato en pared;Trabajo de control escapular y serrato anterior.;Mejorar escápula.;bajo;3 días/semana;fuerza/control;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Fortalecimiento escapular;Trabajo de serrato, trapecio, romboides y control escapular.;bajo;fuerza/control;Remo con banda;Trabajo de tracción y control escapular.;Mejorar fuerza de espalda/hombro.;bajo;3 días/semana;fuerza/control;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Ajuste básico de pantalla;Revisar altura, distancia, silla, teclado y pausas.;Mejorar entorno de trabajo.;bajo;una vez/revisión;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Checklist ergonómico;Pantalla, silla, mesa, teclado, luz y pausas.;Mejorar entorno laboral.;bajo;mensual;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas cervicales en pantalla;Micro-pausas con movimiento de cuello/hombros y cambio postural.;Reducir carga sostenida.;bajo;cada 45-60 min;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas activas laborales;2-5 minutos de movimiento durante jornada.;Reducir rigidez/fatiga.;bajo;diario;hábitos;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Dorsalgia mecánica;Dolor dorsal asociado a movilidad, postura, respiración o carga.;adultos;musculoesquelética;bajo;"FIS2_SRC002;FIS2_SRC018";Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Movilidad torácica;Extensión, rotación y movilidad costovertebral progresiva.;bajo;movilidad;Extensión torácica sobre respaldo/toalla;Movilizar extensión dorsal de forma cómoda.;Mejorar movilidad torácica.;bajo;3-5 días/semana;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Movilidad torácica;Extensión, rotación y movilidad costovertebral progresiva.;bajo;movilidad;Rotación torácica en cuadrupedia;Rotaciones suaves coordinadas con respiración.;Mejorar rotación dorsal.;bajo;3-5 días/semana;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Ejercicios respiratorios básicos;Respiración diafragmática/costal, control ventilatorio y expansión torácica.;medio;respiratoria;Respiración costal lateral;Practicar expansión costal y respiración lenta.;Mejorar control respiratorio.;medio;diario;respiratoria;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Ejercicios respiratorios básicos;Respiración diafragmática/costal, control ventilatorio y expansión torácica.;medio;respiratoria;Respiración diafragmática/costal;Practicar respiración lenta y expansión costal.;Mejorar control respiratorio.;medio;diario;respiratoria;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Fortalecimiento escapular;Trabajo de serrato, trapecio, romboides y control escapular.;bajo;fuerza/control;Serrato en pared;Trabajo de control escapular y serrato anterior.;Mejorar escápula.;bajo;3 días/semana;fuerza/control;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Fortalecimiento escapular;Trabajo de serrato, trapecio, romboides y control escapular.;bajo;fuerza/control;Remo con banda;Trabajo de tracción y control escapular.;Mejorar fuerza de espalda/hombro.;bajo;3 días/semana;fuerza/control;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Ajuste básico de pantalla;Revisar altura, distancia, silla, teclado y pausas.;Mejorar entorno de trabajo.;bajo;una vez/revisión;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Checklist ergonómico;Pantalla, silla, mesa, teclado, luz y pausas.;Mejorar entorno laboral.;bajo;mensual;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas cervicales en pantalla;Micro-pausas con movimiento de cuello/hombros y cambio postural.;Reducir carga sostenida.;bajo;cada 45-60 min;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Pausas activas;Bloques breves de movilidad/fuerza suave durante el día.;bajo;hábitos;Pausas activas laborales;2-5 minutos de movimiento durante jornada.;Reducir rigidez/fatiga.;bajo;diario;hábitos;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Rigidez torácica;Limitación de extensión/rotación dorsal que afecta hombro, cuello o respiración.;adultos;movilidad;bajo;"FIS2_SRC002;FIS2_SRC016";Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Movilidad torácica;Extensión, rotación y movilidad costovertebral progresiva.;bajo;movilidad;Extensión torácica sobre respaldo/toalla;Movilizar extensión dorsal de forma cómoda.;Mejorar movilidad torácica.;bajo;3-5 días/semana;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Movilidad torácica;Extensión, rotación y movilidad costovertebral progresiva.;bajo;movilidad;Rotación torácica en cuadrupedia;Rotaciones suaves coordinadas con respiración.;Mejorar rotación dorsal.;bajo;3-5 días/semana;movilidad;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Ejercicios respiratorios básicos;Respiración diafragmática/costal, control ventilatorio y expansión torácica.;medio;respiratoria;Respiración costal lateral;Practicar expansión costal y respiración lenta.;Mejorar control respiratorio.;medio;diario;respiratoria;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Ejercicios respiratorios básicos;Respiración diafragmática/costal, control ventilatorio y expansión torácica.;medio;respiratoria;Respiración diafragmática/costal;Practicar respiración lenta y expansión costal.;Mejorar control respiratorio.;medio;diario;respiratoria;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Fortalecimiento escapular;Trabajo de serrato, trapecio, romboides y control escapular.;bajo;fuerza/control;Serrato en pared;Trabajo de control escapular y serrato anterior.;Mejorar escápula.;bajo;3 días/semana;fuerza/control;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Fortalecimiento escapular;Trabajo de serrato, trapecio, romboides y control escapular.;bajo;fuerza/control;Remo con banda;Trabajo de tracción y control escapular.;Mejorar fuerza de espalda/hombro.;bajo;3 días/semana;fuerza/control;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Columna dorsal y caja torácica;Movilidad costal reducida;Dificultad de expansión torácica o rigidez en caja torácica.;adultos;respiratoria/movilidad;medio;"FIS2_SRC014;FIS2_SRC018";Ergonomía y variabilidad postural;Ajustar entorno y promover variación, pausas y movimiento.;bajo;ergonomía;Ajuste básico de pantalla;Revisar altura, distancia, silla, teclado y pausas.;Mejorar entorno de trabajo.;bajo;una vez/revisión;ergonomía;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
