AREA;PROBLEMA_OBJETIVO;ALIAS;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Técnicas de estudio;Apuntes poco útiles;Material desorganizado;bajo;Elaboración;Explicar tema en voz alta;Explicar tema como si enseñaras a otra persona.;Profundizar comprensión.;bajo;10-15 min;media;"OPO_SRC002;OPO_SRC009";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Apuntes poco útiles;Material desorganizado;bajo;Elaboración;Crear ejemplo propio;Asociar cada concepto difícil a ejemplo práctico.;Mejorar elaboración.;bajo;por concepto;media;"OPO_SRC002;OPO_SRC009";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Apuntes poco útiles;Material desorganizado;bajo;Codificación dual;Esquema visual del tema;Crear mapa, tabla o diagrama de estructura del tema.;Mejorar organización.;bajo;por tema;media;"OPO_SRC002;OPO_SRC009";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Apuntes poco útiles;Material desorganizado;bajo;Esquemas y mapas funcionales;Resumen de una página;Reducir tema a una hoja de estructura clave.;Facilitar repaso final.;bajo;por tema;media;"OPO_SRC002;OPO_SRC009";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Apuntes poco útiles;Material desorganizado;bajo;Metacognición;Autoevaluación al cerrar sesión;Responder: qué hice, qué recuerdo, qué toca después.;Mejorar metacognición.;bajo;diario;media;"OPO_SRC002;OPO_SRC009";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Lectura activa;Lectura con preguntas previas;Antes de leer, formular 3 preguntas del tema.;Activar lectura activa.;bajo;por tema;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Lectura activa;Convertir epígrafes en preguntas;Transformar títulos en preguntas de examen.;Preparar recuperación activa.;bajo;por tema;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Recuperación activa;Recitar tema sin mirar;Intentar explicar o escribir esquema del tema en blanco.;Comprobar recuerdo real.;medio;10-20 min;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Recuperación activa;Mini-test de recuperación;Responder 10-20 preguntas sin apuntes antes de revisar.;Fortalecer memoria.;bajo;diario;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Elaboración;Explicar tema en voz alta;Explicar tema como si enseñaras a otra persona.;Profundizar comprensión.;bajo;10-15 min;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Elaboración;Crear ejemplo propio;Asociar cada concepto difícil a ejemplo práctico.;Mejorar elaboración.;bajo;por concepto;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Codificación dual;Esquema visual del tema;Crear mapa, tabla o diagrama de estructura del tema.;Mejorar organización.;bajo;por tema;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Esquemas y mapas funcionales;Resumen de una página;Reducir tema a una hoja de estructura clave.;Facilitar repaso final.;bajo;por tema;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Técnicas de estudio;Subrayado excesivo;Todo parece importante;bajo;Metacognición;Autoevaluación al cerrar sesión;Responder: qué hice, qué recuerdo, qué toca después.;Mejorar metacognición.;bajo;diario;media;OPO_SRC004;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Recuperación activa;Recitar tema sin mirar;Intentar explicar o escribir esquema del tema en blanco.;Comprobar recuerdo real.;medio;10-20 min;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Recuperación activa;Mini-test de recuperación;Responder 10-20 preguntas sin apuntes antes de revisar.;Fortalecer memoria.;bajo;diario;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Repaso espaciado;Programar repasos 1-3-7-14;Agendar repasos tras estudiar cada tema.;Evitar olvido.;bajo;continuo;alta;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Repaso espaciado;Repaso acumulativo semanal;Repasar temas antiguos junto a temas nuevos.;Consolidar vueltas.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Intercalado;Intercalar temas similares;Estudiar temas parecidos alternándolos con comparación explícita.;Reducir confusiones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Intercalado;Tabla de diferencias;Crear tabla comparativa de conceptos/plazos/normas similares.;Evitar interferencias.;bajo;30 min;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Tarjetas tipo Anki;Tarjetas pregunta-respuesta;Crear tarjetas con conceptos, plazos, artículos o definiciones.;Facilitar repaso espaciado.;bajo;por tema;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Banco de errores;Banco de errores semanal;Registrar fallo, causa, respuesta correcta y próximo repaso.;Corregir patrones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Olvida lo estudiado;Baja retención;medio;Metacognición;Autoevaluación al cerrar sesión;Responder: qué hice, qué recuerdo, qué toca después.;Mejorar metacognición.;bajo;diario;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Recuperación activa;Recitar tema sin mirar;Intentar explicar o escribir esquema del tema en blanco.;Comprobar recuerdo real.;medio;10-20 min;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Recuperación activa;Mini-test de recuperación;Responder 10-20 preguntas sin apuntes antes de revisar.;Fortalecer memoria.;bajo;diario;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Repaso espaciado;Programar repasos 1-3-7-14;Agendar repasos tras estudiar cada tema.;Evitar olvido.;bajo;continuo;alta;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Repaso espaciado;Repaso acumulativo semanal;Repasar temas antiguos junto a temas nuevos.;Consolidar vueltas.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Intercalado;Intercalar temas similares;Estudiar temas parecidos alternándolos con comparación explícita.;Reducir confusiones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Intercalado;Tabla de diferencias;Crear tabla comparativa de conceptos/plazos/normas similares.;Evitar interferencias.;bajo;30 min;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Tarjetas tipo Anki;Tarjetas pregunta-respuesta;Crear tarjetas con conceptos, plazos, artículos o definiciones.;Facilitar repaso espaciado.;bajo;por tema;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Banco de errores;Banco de errores semanal;Registrar fallo, causa, respuesta correcta y próximo repaso.;Corregir patrones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;No usa repaso espaciado;Repasos concentrados;bajo;Metacognición;Autoevaluación al cerrar sesión;Responder: qué hice, qué recuerdo, qué toca después.;Mejorar metacognición.;bajo;diario;media;"OPO_SRC003;OPO_SRC004;OPO_SRC005";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Recuperación activa;Recitar tema sin mirar;Intentar explicar o escribir esquema del tema en blanco.;Comprobar recuerdo real.;medio;10-20 min;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Recuperación activa;Mini-test de recuperación;Responder 10-20 preguntas sin apuntes antes de revisar.;Fortalecer memoria.;bajo;diario;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Repaso espaciado;Programar repasos 1-3-7-14;Agendar repasos tras estudiar cada tema.;Evitar olvido.;bajo;continuo;alta;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Repaso espaciado;Repaso acumulativo semanal;Repasar temas antiguos junto a temas nuevos.;Consolidar vueltas.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Intercalado;Intercalar temas similares;Estudiar temas parecidos alternándolos con comparación explícita.;Reducir confusiones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Intercalado;Tabla de diferencias;Crear tabla comparativa de conceptos/plazos/normas similares.;Evitar interferencias.;bajo;30 min;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Tarjetas tipo Anki;Tarjetas pregunta-respuesta;Crear tarjetas con conceptos, plazos, artículos o definiciones.;Facilitar repaso espaciado.;bajo;por tema;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Banco de errores;Banco de errores semanal;Registrar fallo, causa, respuesta correcta y próximo repaso.;Corregir patrones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Falla al recordar sin mirar;Recuperación débil;medio;Metacognición;Autoevaluación al cerrar sesión;Responder: qué hice, qué recuerdo, qué toca después.;Mejorar metacognición.;bajo;diario;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Recuperación activa;Recitar tema sin mirar;Intentar explicar o escribir esquema del tema en blanco.;Comprobar recuerdo real.;medio;10-20 min;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Recuperación activa;Mini-test de recuperación;Responder 10-20 preguntas sin apuntes antes de revisar.;Fortalecer memoria.;bajo;diario;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Repaso espaciado;Programar repasos 1-3-7-14;Agendar repasos tras estudiar cada tema.;Evitar olvido.;bajo;continuo;alta;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Repaso espaciado;Repaso acumulativo semanal;Repasar temas antiguos junto a temas nuevos.;Consolidar vueltas.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Intercalado;Intercalar temas similares;Estudiar temas parecidos alternándolos con comparación explícita.;Reducir confusiones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Intercalado;Tabla de diferencias;Crear tabla comparativa de conceptos/plazos/normas similares.;Evitar interferencias.;bajo;30 min;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Tarjetas tipo Anki;Tarjetas pregunta-respuesta;Crear tarjetas con conceptos, plazos, artículos o definiciones.;Facilitar repaso espaciado.;bajo;por tema;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Banco de errores;Banco de errores semanal;Registrar fallo, causa, respuesta correcta y próximo repaso.;Corregir patrones.;bajo;semanal;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Memorización y retención;Confunde temas similares;Interferencia;medio;Metacognición;Autoevaluación al cerrar sesión;Responder: qué hice, qué recuerdo, qué toca después.;Mejorar metacognición.;bajo;diario;media;"OPO_SRC003;OPO_SRC004";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Simulacros periódicos;Simulacro parcial;Hacer prueba de bloque con tiempo y corrección.;Medir dominio por bloques.;medio;semanal;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Simulacros periódicos;Simulacro completo;Realizar examen completo en condiciones reales.;Entrenar rendimiento real.;medio;quincenal/mensual;alta;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Estrategia de test;Entrenar descarte de opciones;Practicar razonamiento de descarte y justificación.;Mejorar estrategia test.;bajo;semanal;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Estrategia de test;Calcular umbral de riesgo;Definir cuándo responder o dejar blanco según penalización.;Optimizar nota esperada.;medio;antes de simulacro;alta;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Gestión del tiempo;Cronometrar bloques de test;Practicar ritmo por pregunta y reserva de revisión.;Mejorar tiempo de examen.;bajo;semanal;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Gestión del tiempo;Bloques Pomodoro adaptados;Trabajar 25-50 min con descanso programado.;Mejorar adherencia.;bajo;diario;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Análisis post-simulacro;Plantilla de análisis de test;Clasificar errores: contenido, despiste, tiempo, duda, estrategia.;Mejorar test.;bajo;tras simulacro;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Análisis post-simulacro;Revisión de meseta;Comparar últimas notas y tipos de error para decidir intervención.;Superar estancamiento.;bajo;mensual;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Seguimiento de métricas;Registro real de horas útiles;Registrar tiempo efectivo, no solo tiempo sentado.;Medir dedicación real.;bajo;diario;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Mal resultado en test;Test bajo;medio;Seguimiento de métricas;Dashboard de métricas;Registrar temas vistos, repasos, simulacros, nota y cumplimiento.;Visualizar evolución.;bajo;continuo;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Simulacros periódicos;Simulacro parcial;Hacer prueba de bloque con tiempo y corrección.;Medir dominio por bloques.;medio;semanal;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Simulacros periódicos;Simulacro completo;Realizar examen completo en condiciones reales.;Entrenar rendimiento real.;medio;quincenal/mensual;alta;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Estrategia de test;Entrenar descarte de opciones;Practicar razonamiento de descarte y justificación.;Mejorar estrategia test.;bajo;semanal;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Estrategia de test;Calcular umbral de riesgo;Definir cuándo responder o dejar blanco según penalización.;Optimizar nota esperada.;medio;antes de simulacro;alta;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Gestión del tiempo;Cronometrar bloques de test;Practicar ritmo por pregunta y reserva de revisión.;Mejorar tiempo de examen.;bajo;semanal;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Gestión del tiempo;Bloques Pomodoro adaptados;Trabajar 25-50 min con descanso programado.;Mejorar adherencia.;bajo;diario;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Análisis post-simulacro;Plantilla de análisis de test;Clasificar errores: contenido, despiste, tiempo, duda, estrategia.;Mejorar test.;bajo;tras simulacro;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Análisis post-simulacro;Revisión de meseta;Comparar últimas notas y tipos de error para decidir intervención.;Superar estancamiento.;bajo;mensual;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Seguimiento de métricas;Registro real de horas útiles;Registrar tiempo efectivo, no solo tiempo sentado.;Medir dedicación real.;bajo;diario;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Muchos errores por despiste;Despistes en test;bajo;Seguimiento de métricas;Dashboard de métricas;Registrar temas vistos, repasos, simulacros, nota y cumplimiento.;Visualizar evolución.;bajo;continuo;media;OPO_SRC002;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Simulacros periódicos;Simulacro parcial;Hacer prueba de bloque con tiempo y corrección.;Medir dominio por bloques.;medio;semanal;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Simulacros periódicos;Simulacro completo;Realizar examen completo en condiciones reales.;Entrenar rendimiento real.;medio;quincenal/mensual;alta;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Estrategia de test;Entrenar descarte de opciones;Practicar razonamiento de descarte y justificación.;Mejorar estrategia test.;bajo;semanal;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Estrategia de test;Calcular umbral de riesgo;Definir cuándo responder o dejar blanco según penalización.;Optimizar nota esperada.;medio;antes de simulacro;alta;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Gestión del tiempo;Cronometrar bloques de test;Practicar ritmo por pregunta y reserva de revisión.;Mejorar tiempo de examen.;bajo;semanal;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Gestión del tiempo;Bloques Pomodoro adaptados;Trabajar 25-50 min con descanso programado.;Mejorar adherencia.;bajo;diario;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Análisis post-simulacro;Plantilla de análisis de test;Clasificar errores: contenido, despiste, tiempo, duda, estrategia.;Mejorar test.;bajo;tras simulacro;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Análisis post-simulacro;Revisión de meseta;Comparar últimas notas y tipos de error para decidir intervención.;Superar estancamiento.;bajo;mensual;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Seguimiento de métricas;Registro real de horas útiles;Registrar tiempo efectivo, no solo tiempo sentado.;Medir dedicación real.;bajo;diario;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;Duda demasiado en test;Inseguridad en opciones;medio;Seguimiento de métricas;Dashboard de métricas;Registrar temas vistos, repasos, simulacros, nota y cumplimiento.;Visualizar evolución.;bajo;continuo;media;"OPO_SRC007;OPO_SRC008";El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;No controla penalización;Estrategia de riesgo;medio;Simulacros periódicos;Simulacro parcial;Hacer prueba de bloque con tiempo y corrección.;Medir dominio por bloques.;medio;semanal;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;No controla penalización;Estrategia de riesgo;medio;Simulacros periódicos;Simulacro completo;Realizar examen completo en condiciones reales.;Entrenar rendimiento real.;medio;quincenal/mensual;alta;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
Simulacros y exámenes tipo test;No controla penalización;Estrategia de riesgo;medio;Estrategia de test;Entrenar descarte de opciones;Practicar razonamiento de descarte y justificación.;Mejorar estrategia test.;bajo;semanal;media;OPO_SRC007;El preparador debe adaptar la pauta a oposición, convocatoria, formato de examen, nivel real, disponibilidad y estado del alumno.
